jornada,EquipoLocal,EquipoVisitante,golesLocal,golesVisitante
12,Villarreal,Sevilla,3,2
13,Barcelona,Recreativo de Huelva,3,0
13,Murcia,Real Madrid,1,1
13,Sevilla,Mallorca,1,2
13,Atletico de Bilbao,Deportivo,2,2
13,Atletico de Madrid,Valladolid,4,3
13,Levante,Betis,4,3
13,Osasuna,Espanol,1,2
13,Santander,Valencia,1,0
13,Villarreal,Almeria,1,1
13,Zaragoza,Getafe,1,1
14,Espanol,Barcelona,1,1
14,Real Madrid,Santander,3,1
14,Almeria,Sevilla,1,0
14,Betis,Atletico de Madrid,0,2
14,Deportivo,Osasuna,1,2
14,Getafe,Levante,2,1
14,Recreativo de Huelva,Zaragoza,2,1
14,Mallorca,Murcia,1,1
14,Valencia,Atletico de Bilbao,0,3
14,Valladolid,Villarreal,2,0
15,Atletico de Bilbao,Real Madrid,0,1
15,Osasuna,Valencia,0,0
15,Atletico de Madrid,Getafe,1,0
15,Barcelona,Deportivo,2,1
15,Levante,Recreativo de Huelva,0,2
15,Santander,Mallorca,3,1
15,Sevilla,Murcia,3,1
15,Almeria,Valladolid,1,0
15,Villarreal,Betis,0,1
15,Zaragoza,Espanol,3,3
16,Espanol,Levante,1,0
16,Valencia,Barcelona,0,3
16,Betis,Almeria,3,1
16,Deportivo,Zaragoza,1,1
16,Getafe,Villarreal,1,3
16,Recreativo de Huelva,Atletico de Madrid,0,0
16,Mallorca,Atletico de Bilbao,0,0
16,Murcia,Santander,2,1
16,Real Madrid,Osasuna,2,0
16,Valladolid,Sevilla,0,0
17,Sevilla,Santander,4,1
17,Almeria,Getafe,0,2
17,Zaragoza,Valencia,2,2
17,Atletico de Bilbao,Murcia,1,1
17,Atletico de Madrid,Espanol,1,2
17,Barcelona,Real Madrid,0,1
17,Levante,Deportivo,0,1
17,Osasuna,Mallorca,3,1
17,Valladolid,Betis,0,0
17,Villarreal,Recreativo de Huelva,1,1
18,Espanol,Villarreal,3,0
18,Mallorca,Barcelona,0,2
18,Deportivo,Atletico de Madrid,0,3
18,Getafe,Valladolid,0,3
18,Recreativo de Huelva,Almeria,1,1
18,Murcia,Osasuna,2,0
18,Santander,Atletico de Bilbao,1,0
18,Real Madrid,Zaragoza,2,0
18,Sevilla,Betis,3,0
18,Valencia,Levante,0,0
19,Atletico de Bilbao,Sevilla,2,0
19,Barcelona,Murcia,4,0
19,Atletico de Madrid,Valencia,1,0
19,Betis,Getafe,3,2
19,Levante,Real Madrid,0,2
19,Osasuna,Santander,0,2
19,Almeria,Espanol,1,0
19,Valladolid,Recreativo de Huelva,3,1
19,Villarreal,Deportivo,4,3
19,Zaragoza,Mallorca,2,2
20,Getafe,Sevilla,3,2
20,Villarreal,Valencia,3,0
20,Atletico de Madrid,Real Madrid,0,2
20,Barcelona,Santander,1,0
20,Betis,Recreativo de Huelva,1,1
20,Levante,Mallorca,2,2
20,Osasuna,Atletico de Bilbao,2,0
20,Almeria,Deportivo,1,0
20,Valladolid,Espanol,2,1
20,Zaragoza,Murcia,3,1
21,Sevilla,Osasuna,2,1
21,Atletico de Bilbao,Barcelona,1,1
21,Deportivo,Valladolid,3,1
21,Espanol,Betis,1,2
21,Recreativo de Huelva,Getafe,1,3
21,Mallorca,Atletico de Madrid,1,0
21,Murcia,Levante,2,3
21,Santander,Zaragoza,2,2
21,Real Madrid,Villarreal,3,2
21,Valencia,Almeria,0,1
22,Betis,Deportivo,0,1
22,Almeria,Real Madrid,2,0
22,Atletico de Madrid,Murcia,1,1
22,Barcelona,Osasuna,1,0
22,Getafe,Espanol,0,1
22,Recreativo de Huelva,Sevilla,1,2
22,Levante,Santander,1,1
22,Valladolid,Valencia,0,2
22,Villarreal,Mallorca,1,1
22,Zaragoza,Atletico de Bilbao,1,0
23,Deportivo,Getafe,1,1
23,Murcia,Villarreal,0,1
23,Sevilla,Barcelona,1,1
23,Atletico de Bilbao,Levante,1,0
23,Espanol,Recreativo de Huelva,1,2
23,Mallorca,Almeria,0,0
23,Osasuna,Zaragoza,1,0
23,Santander,Atletico de Madrid,0,2
23,Real Madrid,Valladolid,7,0
23,Valencia,Betis,3,1
24,Betis,Real Madrid,2,1
24,Espanol,Sevilla,2,4
24,Zaragoza,Barcelona,1,2
24,Atletico de Madrid,Atletico de Bilbao,1,2
24,Getafe,Valencia,0,0
24,Recreativo de Huelva,Deportivo,3,2
24,Levante,Osasuna,2,1
24,Almeria,Murcia,1,0
24,Valladolid,Mallorca,1,1
24,Villarreal,Santander,0,0
25,Sevilla,Zaragoza,5,0
25,Valencia,Recreativo de Huelva,1,1
25,Atletico de Bilbao,Villarreal,1,2
25,Barcelona,Levante,5,1
25,Deportivo,Espanol,2,0
25,Mallorca,Betis,1,1
25,Murcia,Valladolid,0,1
25,Osasuna,Atletico de Madrid,3,1
25,Santander,Almeria,1,0
25,Real Madrid,Getafe,0,1
26,Atletico de Madrid,Barcelona,4,2
26,Deportivo,Sevilla,2,1
26,Espanol,Valencia,2,0
26,Recreativo de Huelva,Real Madrid,2,3
26,Betis,Murcia,4,0
26,Getafe,Mallorca,3,3
26,Levante,Zaragoza,2,1
26,Almeria,Atletico de Bilbao,1,1
26,Valladolid,Santander,0,1
26,Villarreal,Osasuna,0,0
27,Real Madrid,Espanol,2,1
27,Zaragoza,Atletico de Madrid,2,1
27,Atletico de Bilbao,Valladolid,2,0
27,Barcelona,Villarreal,1,2
27,Mallorca,Recreativo de Huelva,7,1
27,Murcia,Getafe,0,3
27,Osasuna,Almeria,2,1
27,Santander,Betis,3,0
27,Sevilla,Levante,2,1
27,Valencia,Deportivo,2,2
28,Betis,Atletico de Bilbao,1,2
28,Deportivo,Real Madrid,1,0
28,Recreativo de Huelva,Murcia,4,2
28,Valencia,Sevilla,1,2
28,Atletico de Madrid,Levante,3,0
28,Espanol,Mallorca,2,1
28,Getafe,Santander,2,1
28,Almeria,Barcelona,2,2
28,Valladolid,Osasuna,0,0
28,Villarreal,Zaragoza,2,0
29,Mallorca,Deportivo,1,0
29,Sevilla,Atletico de Madrid,1,2
29,Atletico de Bilbao,Getafe,1,0
29,Barcelona,Valladolid,4,1
29,Levante,Villarreal,1,2
29,Murcia,Espanol,4,0
29,Osasuna,Betis,0,1
29,Santander,Recreativo de Huelva,2,0
29,Real Madrid,Valencia,2,3
29,Zaragoza,Almeria,1,1
30,Betis,Barcelona,3,2
30,Villarreal,Atletico de Madrid,3,0
30,Deportivo,Murcia,3,1
30,Espanol,Santander,0,3
30,Getafe,Osasuna,0,2
30,Recreativo de Huelva,Atletico de Bilbao,1,1
30,Real Madrid,Sevilla,3,1
30,Almeria,Levante,2,1
30,Valencia,Mallorca,0,3
30,Valladolid,Zaragoza,2,1
31,Mallorca,Real Madrid,1,1
31,Osasuna,Recreativo de Huelva,0,1
31,Atletico de Bilbao,Espanol,1,0
31,Atletico de Madrid,Almeria,6,3
31,Barcelona,Getafe,0,0
31,Levante,Valladolid,0,3
31,Murcia,Valencia,1,0
31,Santander,Deportivo,1,3
31,Sevilla,Villarreal,2,0
31,Zaragoza,Betis,0,3
32,Recreativo de Huelva,Barcelona,2,2
32,Valencia,Santander,1,2
32,Betis,Levante,0,1
32,Deportivo,Atletico de Bilbao,3,0
32,Espanol,Osasuna,0,1
32,Getafe,Zaragoza,0,0
32,Mallorca,Sevilla,2,3
32,Real Madrid,Murcia,1,0
32,Almeria,Villarreal,1,0
32,Valladolid,Atletico de Madrid,1,1
33,Atletico de Madrid,Betis,1,3
33,Barcelona,Espanol,0,0
33,Sevilla,Almeria,1,4
33,Zaragoza,Recreativo de Huelva,3,0
33,Atletico de Bilbao,Valencia,5,1
33,Levante,Getafe,3,1
33,Murcia,Mallorca,1,4
33,Osasuna,Deportivo,0,1
33,Santander,Real Madrid,0,2
33,Villarreal,Valladolid,2,0
34,Deportivo,Barcelona,2,0
34,Murcia,Sevilla,0,0
34,Betis,Villarreal,0,1
34,Espanol,Zaragoza,1,1
34,Getafe,Atletico de Madrid,1,1
34,Recreativo de Huelva,Levante,2,0
34,Mallorca,Santander,3,1
34,Real Madrid,Atletico de Bilbao,3,0
34,Valencia,Osasuna,3,0
34,Valladolid,Almeria,1,0
35,Atletico de Madrid,Recreativo de Huelva,3,0
35,Zaragoza,Deportivo,1,0
35,Atletico de Bilbao,Mallorca,1,2
35,Barcelona,Valencia,6,0
35,Levante,Espanol,1,1
35,Osasuna,Real Madrid,1,2
35,Santander,Murcia,3,2
35,Sevilla,Valladolid,2,0
35,Almeria,Betis,1,1
35,Villarreal,Getafe,2,0
36,Betis,Valladolid,1,1
36,Deportivo,Levante,1,0
36,Getafe,Almeria,4,2
36,Recreativo de Huelva,Villarreal,0,2
36,Mallorca,Osasuna,2,1
36,Murcia,Atletico de Bilbao,1,2
36,Santander,Sevilla,0,3
36,Real Madrid,Barcelona,4,1
36,Valencia,Zaragoza,1,0
36,Espanol,Atletico de Madrid,0,2
37,Atletico de Bilbao,Santander,0,0
37,Atletico de Madrid,Deportivo,1,0
37,Barcelona,Mallorca,2,3
37,Betis,Sevilla,0,2
37,Levante,Valencia,1,5
37,Osasuna,Murcia,2,1
37,Almeria,Recreativo de Huelva,0,2
37,Valladolid,Getafe,0,0
37,Villarreal,Espanol,2,0
37,Zaragoza,Real Madrid,2,2
38,Murcia,Barcelona,3,5
38,Deportivo,Villarreal,0,2
38,Espanol,Almeria,1,3
38,Getafe,Betis,1,1
38,Recreativo de Huelva,Valladolid,1,1
38,Mallorca,Zaragoza,3,2
38,Santander,Osasuna,1,0
38,Real Madrid,Levante,5,2
38,Sevilla,Atletico de Bilbao,4,1
38,Valencia,Atletico de Madrid,3,1
1,Numancia,Las Palmas,3,0
1,Cadiz,Granada 74,2,0
1,Hercules,Xerez,2,2
1,Racing de Ferrol,Eibar,1,1
1,Albacete,Elche,0,1
1,Gimnastic de Tarragona,Alaves,2,0
1,Malaga,Salamanca,3,0
1,Celta de Vigo,Cordoba,1,1
1,Sporting de Gijon,Poli Ejido,4,0
1,Real Sociedad,Castellon,0,2
1,Sevilla Atletico,Tenerife,1,1
2,Castellon,Celta de Vigo,2,1
2,Granada 74,Hercules,2,3
2,Eibar,Real Sociedad,0,1
2,Las Palmas,Sporting de Gijon,2,2
2,Alaves,Malaga,0,1
2,Tenerife,Cadiz,2,0
2,Cordoba,Gimnastic de Tarragona,2,2
2,Elche,Numancia,1,1
2,Poli Ejido,Racing de Ferrol,1,3
2,Salamanca,Sevilla Atletico,0,1
2,Xerez,Albacete,1,1
3,Gimnastic de Tarragona,Castellon,1,0
3,Granada 74,Tenerife,4,1
3,Malaga,Cordoba,4,1
3,Celta de Vigo,Eibar,0,1
3,Numancia,Xerez,2,1
3,Cadiz,Salamanca,1,0
3,Hercules,Albacete,2,0
3,Racing de Ferrol,Las Palmas,3,1
3,Sporting de Gijon,Elche,1,1
3,Real Sociedad,Poli Ejido,0,1
3,Sevilla Atletico,Alaves,1,0
4,Albacete,Numancia,1,4
4,Alaves,Cadiz,1,1
4,Elche,Racing de Ferrol,0,1
4,Las Palmas,Real Sociedad,2,3
4,Xerez,Sporting de Gijon,0,2
4,Castellon,Malaga,2,3
4,Tenerife,Hercules,0,1
4,Cordoba,Sevilla Atletico,2,1
4,Poli Ejido,Celta de Vigo,0,1
4,Eibar,Gimnastic de Tarragona,2,0
4,Salamanca,Granada 74,3,1
5,Gimnastic de Tarragona,Poli Ejido,4,1
5,Granada 74,Alaves,2,2
5,Cadiz,Cordoba,0,1
5,Real Sociedad,Elche,2,1
5,Sevilla Atletico,Castellon,2,2
5,Tenerife,Salamanca,2,1
5,Hercules,Numancia,1,3
5,Malaga,Eibar,1,0
5,Racing de Ferrol,Xerez,1,2
5,Celta de Vigo,Las Palmas,2,0
5,Sporting de Gijon,Albacete,1,0
6,Alaves,Tenerife,0,0
6,Castellon,Cadiz,2,0
6,Numancia,Sporting de Gijon,0,2
6,Poli Ejido,Malaga,2,3
6,Las Palmas,Gimnastic de Tarragona,1,0
6,Albacete,Racing de Ferrol,1,2
6,Cordoba,Granada 74,0,0
6,Elche,Celta de Vigo,2,0
6,Eibar,Sevilla Atletico,0,1
6,Salamanca,Hercules,1,1
6,Xerez,Real Sociedad,1,1
7,Granada 74,Castellon,1,1
7,Hercules,Sporting de Gijon,2,3
7,Malaga,Las Palmas,2,0
7,Celta de Vigo,Xerez,3,1
7,Real Sociedad,Albacete,1,0
7,Sevilla Atletico,Poli Ejido,2,2
7,Tenerife,Cordoba,0,0
7,Gimnastic de Tarragona,Elche,1,2
7,Cadiz,Eibar,1,2
7,Racing de Ferrol,Numancia,1,3
7,Salamanca,Alaves,2,3
8,Albacete,Celta de Vigo,1,1
8,Alaves,Hercules,2,1
8,Numancia,Real Sociedad,2,1
8,Poli Ejido,Cadiz,1,0
8,Las Palmas,Sevilla Atletico,0,1
8,Castellon,Tenerife,1,1
8,Cordoba,Salamanca,1,1
8,Elche,Malaga,2,0
8,Sporting de Gijon,Racing de Ferrol,0,0
8,Eibar,Granada 74,2,0
8,Xerez,Gimnastic de Tarragona,2,2
9,Granada 74,Poli Ejido,1,0
9,Cadiz,Las Palmas,0,0
9,Real Sociedad,Sporting de Gijon,0,1
9,Sevilla Atletico,Elche,2,1
9,Alaves,Cordoba,0,2
9,Tenerife,Eibar,4,2
9,Gimnastic de Tarragona,Albacete,0,2
9,Hercules,Racing de Ferrol,1,0
9,Malaga,Xerez,1,0
9,Celta de Vigo,Numancia,2,2
9,Salamanca,Castellon,1,0
10,Elche,Cadiz,1,0
10,Poli Ejido,Tenerife,1,1
10,Racing de Ferrol,Real Sociedad,0,0
10,Las Palmas,Granada 74,0,1
10,Albacete,Malaga,2,1
10,Castellon,Alaves,2,0
10,Numancia,Gimnastic de Tarragona,1,0
10,Cordoba,Hercules,3,3
10,Sporting de Gijon,Celta de Vigo,0,1
10,Eibar,Salamanca,2,2
10,Xerez,Sevilla Atletico,0,0
11,Alaves,Eibar,1,0
11,Tenerife,Las Palmas,2,2
11,Gimnastic de Tarragona,Sporting de Gijon,2,0
11,Granada 74,Elche,0,0
11,Cadiz,Xerez,2,1
11,Cordoba,Castellon,2,1
11,Hercules,Real Sociedad,1,1
11,Malaga,Numancia,0,1
11,Celta de Vigo,Racing de Ferrol,1,1
11,Sevilla Atletico,Albacete,0,0
11,Salamanca,Poli Ejido,4,1
12,Castellon,Hercules,0,0
12,Racing de Ferrol,Gimnastic de Tarragona,0,2
12,Eibar,Cordoba,2,1
12,Las Palmas,Salamanca,1,2
12,Albacete,Cadiz,0,1
12,Numancia,Sevilla Atletico,0,1
12,Elche,Tenerife,3,1
12,Poli Ejido,Alaves,1,0
12,Sporting de Gijon,Malaga,0,1
12,Real Sociedad,Celta de Vigo,1,1
12,Xerez,Granada 74,2,1
13,Gimnastic de Tarragona,Real Sociedad,1,1
13,Granada 74,Albacete,1,0
13,Malaga,Racing de Ferrol,4,2
13,Sevilla Atletico,Sporting de Gijon,1,3
13,Alaves,Las Palmas,3,1
13,Castellon,Eibar,0,0
13,Tenerife,Xerez,3,1
13,Cadiz,Numancia,0,0
13,Cordoba,Poli Ejido,1,1
13,Hercules,Celta de Vigo,0,1
13,Salamanca,Elche,3,1
14,Elche,Alaves,2,2
14,Las Palmas,Cordoba,3,1
14,Albacete,Tenerife,0,0
14,Numancia,Granada 74,0,2
14,Poli Ejido,Castellon,1,0
14,Racing de Ferrol,Sevilla Atletico,1,1
14,Celta de Vigo,Gimnastic de Tarragona,1,1
14,Sporting de Gijon,Cadiz,4,2
14,Real Sociedad,Malaga,2,0
14,Eibar,Hercules,0,3
14,Xerez,Salamanca,1,1
15,Tenerife,Numancia,0,2
15,Granada 74,Sporting de Gijon,1,0
15,Hercules,Gimnastic de Tarragona,3,0
15,Sevilla Atletico,Real Sociedad,0,0
15,Alaves,Xerez,0,0
15,Castellon,Las Palmas,1,1
15,Cadiz,Racing de Ferrol,3,1
15,Cordoba,Elche,1,1
15,Malaga,Celta de Vigo,1,1
15,Eibar,Poli Ejido,1,0
15,Salamanca,Albacete,0,1
16,Albacete,Alaves,0,3
16,Gimnastic de Tarragona,Malaga,1,1
16,Elche,Castellon,1,0
16,Racing de Ferrol,Granada 74,1,3
16,Las Palmas,Eibar,1,0
16,Numancia,Salamanca,1,0
16,Poli Ejido,Hercules,0,0
16,Celta de Vigo,Sevilla Atletico,2,1
16,Sporting de Gijon,Tenerife,0,1
16,Real Sociedad,Cadiz,0,0
16,Xerez,Cordoba,0,0
17,Alaves,Numancia,1,1
17,Cordoba,Albacete,1,1
17,Poli Ejido,Las Palmas,3,1
17,Eibar,Elche,2,1
17,Salamanca,Sporting de Gijon,1,1
17,Castellon,Xerez,1,0
17,Tenerife,Racing de Ferrol,2,1
17,Granada 74,Real Sociedad,1,2
17,Cadiz,Celta de Vigo,3,1
17,Hercules,Malaga,1,1
17,Sevilla Atletico,Gimnastic de Tarragona,2,0
18,Gimnastic de Tarragona,Cadiz,0,1
18,Elche,Poli Ejido,2,1
18,Malaga,Sevilla Atletico,3,0
18,Racing de Ferrol,Salamanca,0,2
18,Sporting de Gijon,Alaves,3,2
18,Real Sociedad,Tenerife,2,1
18,Las Palmas,Hercules,0,0
18,Xerez,Eibar,3,3
18,Albacete,Castellon,2,0
18,Numancia,Cordoba,2,1
18,Celta de Vigo,Granada 74,4,1
19,Castellon,Numancia,0,0
19,Cadiz,Malaga,0,1
19,Eibar,Albacete,1,0
19,Alaves,Racing de Ferrol,1,0
19,Tenerife,Celta de Vigo,3,2
19,Granada 74,Gimnastic de Tarragona,1,0
19,Cordoba,Sporting de Gijon,2,2
19,Hercules,Sevilla Atletico,1,2
19,Poli Ejido,Xerez,0,0
19,Las Palmas,Elche,1,0
19,Salamanca,Real Sociedad,3,2
20,Malaga,Granada 74,1,1
20,Celta de Vigo,Salamanca,0,0
20,Real Sociedad,Alaves,1,0
20,Xerez,Las Palmas,0,3
20,Albacete,Poli Ejido,2,0
20,Numancia,Eibar,1,1
20,Gimnastic de Tarragona,Tenerife,1,1
20,Hercules,Elche,0,1
20,Racing de Ferrol,Cordoba,0,1
20,Sporting de Gijon,Castellon,0,2
20,Sevilla Atletico,Cadiz,1,2
21,Alaves,Celta de Vigo,2,3
21,Granada 74,Sevilla Atletico,1,1
21,Las Palmas,Albacete,2,1
21,Castellon,Racing de Ferrol,1,0
21,Tenerife,Malaga,1,1
21,Cadiz,Hercules,1,2
21,Cordoba,Real Sociedad,1,3
21,Elche,Xerez,2,4
21,Poli Ejido,Numancia,1,2
21,Eibar,Sporting de Gijon,0,3
21,Salamanca,Gimnastic de Tarragona,1,1
22,Alaves,Gimnastic de Tarragona,1,1
22,Tenerife,Sevilla Atletico,1,1
22,Elche,Albacete,1,1
22,Poli Ejido,Sporting de Gijon,1,1
22,Las Palmas,Numancia,1,2
22,Castellon,Real Sociedad,1,0
22,Granada 74,Cadiz,2,1
22,Cordoba,Celta de Vigo,0,2
22,Eibar,Racing de Ferrol,1,3
22,Salamanca,Malaga,0,0
22,Xerez,Hercules,4,3
23,Albacete,Xerez,1,0
23,Cadiz,Tenerife,0,0
23,Malaga,Alaves,1,0
23,Celta de Vigo,Castellon,1,2
23,Real Sociedad,Eibar,1,1
23,Numancia,Elche,0,1
23,Gimnastic de Tarragona,Cordoba,2,2
23,Hercules,Granada 74,0,0
23,Racing de Ferrol,Poli Ejido,2,0
23,Sporting de Gijon,Las Palmas,0,1
23,Sevilla Atletico,Salamanca,2,1
24,Alaves,Sevilla Atletico,1,0
24,Castellon,Gimnastic de Tarragona,3,1
24,Cordoba,Malaga,2,1
24,Las Palmas,Racing de Ferrol,2,2
24,Albacete,Hercules,1,1
24,Tenerife,Granada 74,2,0
24,Elche,Sporting de Gijon,3,1
24,Poli Ejido,Real Sociedad,0,1
24,Eibar,Celta de Vigo,2,1
24,Salamanca,Cadiz,1,1
24,Xerez,Numancia,0,3
25,Numancia,Albacete,1,0
25,Gimnastic de Tarragona,Eibar,2,1
25,Granada 74,Salamanca,0,0
25,Hercules,Tenerife,2,1
25,Celta de Vigo,Poli Ejido,2,1
25,Sporting de Gijon,Xerez,2,0
25,Cadiz,Alaves,2,0
25,Malaga,Castellon,3,1
25,Racing de Ferrol,Elche,1,0
25,Real Sociedad,Las Palmas,4,0
25,Sevilla Atletico,Cordoba,2,1
26,Albacete,Sporting de Gijon,1,2
26,Castellon,Sevilla Atletico,0,0
26,Cordoba,Cadiz,2,2
26,Elche,Real Sociedad,0,0
26,Las Palmas,Celta de Vigo,1,0
26,Alaves,Granada 74,2,2
26,Numancia,Hercules,2,1
26,Poli Ejido,Gimnastic de Tarragona,1,1
26,Eibar,Malaga,1,1
26,Salamanca,Tenerife,1,0
26,Xerez,Racing de Ferrol,0,2
27,Tenerife,Alaves,1,0
27,Granada 74,Cordoba,0,2
27,Racing de Ferrol,Albacete,1,1
27,Gimnastic de Tarragona,Las Palmas,2,0
27,Cadiz,Castellon,1,1
27,Hercules,Salamanca,2,2
27,Malaga,Poli Ejido,1,1
27,Celta de Vigo,Elche,2,2
27,Sporting de Gijon,Numancia,1,0
27,Real Sociedad,Xerez,4,2
27,Sevilla Atletico,Eibar,2,0
28,Cordoba,Tenerife,2,2
28,Poli Ejido,Sevilla Atletico,2,0
28,Eibar,Cadiz,1,0
28,Xerez,Celta de Vigo,1,0
28,Albacete,Real Sociedad,1,2
28,Alaves,Salamanca,0,0
28,Castellon,Granada 74,2,1
28,Numancia,Racing de Ferrol,1,0
28,Elche,Gimnastic de Tarragona,2,0
28,Sporting de Gijon,Hercules,1,1
28,Las Palmas,Malaga,1,2
29,Granada 74,Eibar,1,0
29,Cadiz,Poli Ejido,2,0
29,Racing de Ferrol,Sporting de Gijon,2,2
29,Real Sociedad,Numancia,0,1
29,Sevilla Atletico,Las Palmas,0,0
29,Tenerife,Castellon,2,1
29,Gimnastic de Tarragona,Xerez,1,1
29,Hercules,Alaves,1,1
29,Malaga,Elche,2,0
29,Celta de Vigo,Albacete,0,1
29,Salamanca,Cordoba,1,1
30,Elche,Sevilla Atletico,2,0
30,Sporting de Gijon,Real Sociedad,1,0
30,Eibar,Tenerife,4,0
30,Las Palmas,Cadiz,2,0
30,Xerez,Malaga,1,0
30,Albacete,Gimnastic de Tarragona,0,0
30,Castellon,Salamanca,1,0
30,Numancia,Celta de Vigo,1,2
30,Cordoba,Alaves,0,1
30,Poli Ejido,Granada 74,1,0
30,Racing de Ferrol,Hercules,1,1
31,Alaves,Castellon,0,0
31,Gimnastic de Tarragona,Numancia,1,2
31,Granada 74,Las Palmas,0,3
31,Sevilla Atletico,Xerez,1,1
31,Tenerife,Poli Ejido,2,1
31,Cadiz,Elche,1,1
31,Hercules,Cordoba,2,1
31,Malaga,Albacete,0,0
31,Celta de Vigo,Sporting de Gijon,0,0
31,Real Sociedad,Racing de Ferrol,1,2
31,Salamanca,Eibar,1,0
32,Racing de Ferrol,Celta de Vigo,2,1
32,Sporting de Gijon,Gimnastic de Tarragona,3,3
32,Eibar,Alaves,2,0
32,Las Palmas,Tenerife,1,1
32,Xerez,Cadiz,2,1
32,Albacete,Sevilla Atletico,1,0
32,Castellon,Cordoba,1,1
32,Numancia,Malaga,2,1
32,Elche,Granada 74,0,0
32,Poli Ejido,Salamanca,1,1
32,Real Sociedad,Hercules,2,1
33,Tenerife,Elche,1,1
33,Granada 74,Xerez,1,1
33,Cordoba,Eibar,0,1
33,Hercules,Castellon,1,0
33,Celta de Vigo,Real Sociedad,1,1
33,Alaves,Poli Ejido,2,1
33,Gimnastic de Tarragona,Racing de Ferrol,0,0
33,Cadiz,Albacete,2,1
33,Malaga,Sporting de Gijon,3,2
33,Sevilla Atletico,Numancia,1,1
33,Salamanca,Las Palmas,2,2
34,Poli Ejido,Cordoba,1,0
34,Celta de Vigo,Hercules,1,0
34,Las Palmas,Alaves,2,1
34,Albacete,Granada 74,3,2
34,Numancia,Cadiz,0,1
34,Elche,Salamanca,0,3
34,Racing de Ferrol,Malaga,0,0
34,Sporting de Gijon,Sevilla Atletico,4,1
34,Real Sociedad,Gimnastic de Tarragona,0,0
34,Eibar,Castellon,1,2
34,Xerez,Tenerife,2,1
35,Gimnastic de Tarragona,Celta de Vigo,2,1
35,Granada 74,Numancia,1,1
35,Cordoba,Las Palmas,0,1
35,Hercules,Eibar,5,1
35,Malaga,Real Sociedad,0,2
35,Sevilla Atletico,Racing de Ferrol,2,1
35,Alaves,Elche,2,0
35,Castellon,Poli Ejido,1,0
35,Tenerife,Albacete,2,2
35,Cadiz,Sporting de Gijon,0,1
35,Salamanca,Xerez,2,2
36,Albacete,Salamanca,2,1
36,Sporting de Gijon,Granada 74,2,1
36,Real Sociedad,Sevilla Atletico,2,0
36,Las Palmas,Castellon,1,1
36,Numancia,Tenerife,4,2
36,Gimnastic de Tarragona,Hercules,2,2
36,Elche,Cordoba,3,2
36,Poli Ejido,Eibar,1,0
36,Racing de Ferrol,Cadiz,2,1
36,Celta de Vigo,Malaga,1,2
36,Xerez,Alaves,3,0
37,Castellon,Elche,1,0
37,Tenerife,Sporting de Gijon,0,2
37,Granada 74,Racing de Ferrol,3,3
37,Malaga,Gimnastic de Tarragona,1,2
37,Eibar,Las Palmas,2,2
37,Sevilla Atletico,Celta de Vigo,2,1
37,Alaves,Albacete,0,0
37,Cadiz,Real Sociedad,2,2
37,Cordoba,Xerez,2,1
37,Hercules,Poli Ejido,1,2
37,Salamanca,Numancia,0,1
38,Racing de Ferrol,Tenerife,0,0
38,Sporting de Gijon,Salamanca,0,0
38,Real Sociedad,Granada 74,3,1
38,Las Palmas,Poli Ejido,2,1
38,Xerez,Castellon,2,1
38,Albacete,Cordoba,0,1
38,Numancia,Alaves,0,0
38,Gimnastic de Tarragona,Sevilla Atletico,1,0
38,Elche,Eibar,1,1
38,Malaga,Hercules,4,6
38,Celta de Vigo,Cadiz,5,2
39,Castellon,Albacete,0,2
39,Tenerife,Real Sociedad,1,2
39,Granada 74,Celta de Vigo,1,1
39,Sevilla Atletico,Malaga,0,1
39,Alaves,Sporting de Gijon,0,0
39,Cadiz,Gimnastic de Tarragona,0,2
39,Cordoba,Numancia,3,2
39,Hercules,Las Palmas,1,2
39,Poli Ejido,Elche,2,0
39,Eibar,Xerez,0,0
39,Salamanca,Racing de Ferrol,2,1
40,Gimnastic de Tarragona,Granada 74,3,2
40,Elche,Las Palmas,1,4
40,Racing de Ferrol,Alaves,1,1
40,Celta de Vigo,Tenerife,2,2
40,Sporting de Gijon,Cordoba,2,1
40,Real Sociedad,Salamanca,1,1
40,Albacete,Eibar,1,0
40,Numancia,Castellon,2,2
40,Malaga,Cadiz,0,0
40,Sevilla Atletico,Hercules,3,4
40,Xerez,Poli Ejido,1,0
41,Elche,Hercules,0,2
41,Alaves,Real Sociedad,3,2
41,Castellon,Sporting de Gijon,1,0
41,Tenerife,Gimnastic de Tarragona,2,1
41,Granada 74,Malaga,0,0
41,Cadiz,Sevilla Atletico,0,0
41,Cordoba,Racing de Ferrol,1,0
41,Poli Ejido,Albacete,0,0
41,Eibar,Numancia,1,0
41,Las Palmas,Xerez,0,0
41,Salamanca,Celta de Vigo,3,1
42,Numancia,Poli Ejido,2,2
42,Gimnastic de Tarragona,Salamanca,1,2
42,Albacete,Las Palmas,3,1
42,Hercules,Cadiz,1,1
42,Malaga,Tenerife,2,1
42,Racing de Ferrol,Castellon,1,0
42,Celta de Vigo,Alaves,2,3
42,Sporting de Gijon,Eibar,2,0
42,Real Sociedad,Cordoba,1,1
42,Sevilla Atletico,Granada 74,4,2
42,Xerez,Elche,1,0
1,Espanol,Valladolid,1,0
1,Valencia,Mallorca,3,0
1,Atletico de Bilbao,Almeria,1,3
1,Atletico de Madrid,Malaga,4,0
1,Betis,Recreativo de Huelva,0,1
