jornada,EquipoLocal,EquipoVisitante,golesLocal,golesVisitante
18,Compostela,Deportivo,0,0
18,Sporting de Gijon,Valencia,0,3
18,Santander,Betis,2,0
18,Real Madrid,Espanol,2,1
18,Tenerife,Real Sociedad,0,0
18,Valladolid,Zaragoza,4,0
18,Mallorca,Salamanca,1,0
19,Betis,Real Madrid,3,2
19,Atletico de Madrid,Santander,2,1
19,Deportivo,Sporting de Gijon,2,1
19,Espanol,Valladolid,2,0
19,Merida,Celta de Vigo,4,0
19,Real Sociedad,Mallorca,1,0
19,Oviedo,Compostela,1,1
19,Valencia,Tenerife,1,2
19,Zaragoza,Atletico de Bilbao,1,1
19,Salamanca,Barcelona,4,3
20,Atletico de Madrid,Real Madrid,1,1
20,Deportivo,Tenerife,1,0
20,Espanol,Atletico de Bilbao,0,1
20,Sporting de Gijon,Compostela,0,2
20,Merida,Oviedo,2,1
20,Real Sociedad,Barcelona,2,2
20,Salamanca,Santander,0,0
20,Zaragoza,Celta de Vigo,1,0
20,Valencia,Mallorca,0,0
20,Betis,Valladolid,3,0
21,Celta de Vigo,Espanol,1,0
21,Oviedo,Zaragoza,3,0
21,Valladolid,Atletico de Madrid,2,1
21,Atletico de Bilbao,Betis,0,0
21,Compostela,Merida,3,0
21,Mallorca,Deportivo,0,0
21,Santander,Real Sociedad,3,1
21,Real Madrid,Salamanca,1,0
21,Tenerife,Sporting de Gijon,2,1
21,Barcelona,Valencia,3,4
22,Atletico de Madrid,Atletico de Bilbao,3,0
22,Betis,Celta de Vigo,2,0
22,Deportivo,Barcelona,3,1
22,Espanol,Oviedo,0,0
22,Sporting de Gijon,Mallorca,1,3
22,Real Sociedad,Real Madrid,4,2
22,Tenerife,Compostela,5,1
22,Valencia,Santander,6,1
22,Zaragoza,Merida,1,1
22,Salamanca,Valladolid,1,0
23,Atletico de Bilbao,Salamanca,1,0
23,Mallorca,Tenerife,5,1
23,Oviedo,Betis,0,0
23,Barcelona,Sporting de Gijon,2,1
23,Celta de Vigo,Atletico de Madrid,1,1
23,Compostela,Zaragoza,2,0
23,Merida,Espanol,1,1
23,Santander,Deportivo,0,1
23,Valladolid,Real Sociedad,0,4
23,Real Madrid,Valencia,1,2
24,Mallorca,Compostela,2,1
24,Real Sociedad,Atletico de Bilbao,1,1
24,Betis,Merida,2,1
24,Deportivo,Real Madrid,2,2
24,Espanol,Zaragoza,0,1
24,Sporting de Gijon,Santander,2,1
24,Salamanca,Celta de Vigo,0,1
24,Tenerife,Barcelona,1,1
24,Valencia,Valladolid,1,2
24,Atletico de Madrid,Oviedo,4,1
25,Valladolid,Deportivo,1,0
25,Atletico de Bilbao,Valencia,0,3
25,Barcelona,Mallorca,0,0
25,Celta de Vigo,Real Sociedad,2,1
25,Compostela,Espanol,1,1
25,Merida,Atletico de Madrid,2,1
25,Santander,Tenerife,2,1
25,Real Madrid,Sporting de Gijon,3,0
25,Oviedo,Salamanca,2,0
25,Zaragoza,Betis,3,1
26,Sporting de Gijon,Valladolid,1,2
26,Tenerife,Real Madrid,4,3
26,Barcelona,Compostela,2,0
26,Betis,Espanol,1,3
26,Deportivo,Atletico de Bilbao,3,0
26,Mallorca,Santander,2,1
26,Real Sociedad,Oviedo,2,2
26,Salamanca,Merida,3,1
26,Valencia,Celta de Vigo,2,1
26,Atletico de Madrid,Zaragoza,2,1
27,Compostela,Betis,2,3
27,Espanol,Atletico de Madrid,2,2
27,Real Madrid,Mallorca,2,0
27,Atletico de Bilbao,Sporting de Gijon,2,2
27,Celta de Vigo,Deportivo,2,1
27,Merida,Real Sociedad,3,1
27,Oviedo,Valencia,0,0
27,Valladolid,Tenerife,2,1
27,Zaragoza,Salamanca,1,1
27,Santander,Barcelona,2,4
28,Barcelona,Real Madrid,3,0
28,Atletico de Madrid,Betis,0,0
28,Deportivo,Oviedo,2,1
28,Sporting de Gijon,Celta de Vigo,0,1
28,Mallorca,Valladolid,1,1
28,Santander,Compostela,1,1
28,Real Sociedad,Zaragoza,0,1
28,Salamanca,Espanol,2,1
28,Tenerife,Atletico de Bilbao,0,2
28,Valencia,Merida,3,0
29,Compostela,Atletico de Madrid,2,1
29,Real Madrid,Santander,2,2
29,Betis,Salamanca,2,1
29,Celta de Vigo,Tenerife,0,0
29,Espanol,Real Sociedad,0,3
29,Merida,Deportivo,1,0
29,Oviedo,Sporting de Gijon,2,1
29,Valladolid,Barcelona,1,2
29,Zaragoza,Valencia,0,2
29,Atletico de Bilbao,Mallorca,3,1
30,Salamanca,Atletico de Madrid,5,4
30,Barcelona,Atletico de Bilbao,4,0
30,Deportivo,Zaragoza,2,1
30,Sporting de Gijon,Merida,0,0
30,Mallorca,Celta de Vigo,4,2
30,Santander,Valladolid,1,2
30,Real Sociedad,Betis,2,0
30,Real Madrid,Compostela,2,1
30,Tenerife,Oviedo,1,0
30,Valencia,Espanol,0,0
31,Atletico de Madrid,Real Sociedad,2,2
31,Betis,Valencia,1,0
31,Valladolid,Real Madrid,1,1
31,Atletico de Bilbao,Santander,4,3
31,Celta de Vigo,Barcelona,3,1
31,Compostela,Salamanca,2,0
31,Espanol,Deportivo,2,0
31,Merida,Tenerife,1,1
31,Oviedo,Mallorca,0,1
31,Zaragoza,Sporting de Gijon,0,0
32,Barcelona,Oviedo,2,1
32,Deportivo,Betis,2,0
32,Real Madrid,Atletico de Bilbao,0,0
32,Sporting de Gijon,Espanol,1,0
32,Mallorca,Merida,1,0
32,Santander,Celta de Vigo,2,1
32,Real Sociedad,Salamanca,1,1
32,Tenerife,Zaragoza,0,0
32,Valencia,Atletico de Madrid,4,1
32,Valladolid,Compostela,4,1
33,Atletico de Madrid,Deportivo,3,0
33,Celta de Vigo,Real Madrid,2,1
33,Merida,Barcelona,1,2
33,Atletico de Bilbao,Valladolid,2,0
33,Compostela,Real Sociedad,1,3
33,Espanol,Tenerife,2,0
33,Oviedo,Santander,0,1
33,Salamanca,Valencia,6,0
33,Zaragoza,Mallorca,2,3
33,Betis,Sporting de Gijon,2,1
34,Barcelona,Zaragoza,1,0
34,Valencia,Real Sociedad,3,2
34,Atletico de Bilbao,Compostela,2,0
34,Deportivo,Salamanca,1,0
34,Sporting de Gijon,Atletico de Madrid,2,3
34,Mallorca,Espanol,2,2
34,Santander,Merida,2,0
34,Real Madrid,Oviedo,5,1
34,Tenerife,Betis,3,1
34,Valladolid,Celta de Vigo,0,0
35,Betis,Mallorca,2,1
35,Espanol,Barcelona,1,1
35,Atletico de Madrid,Tenerife,2,2
35,Celta de Vigo,Atletico de Bilbao,1,1
35,Compostela,Valencia,3,1
35,Merida,Real Madrid,2,2
35,Oviedo,Valladolid,0,1
35,Salamanca,Sporting de Gijon,4,0
35,Zaragoza,Santander,2,0
35,Real Sociedad,Deportivo,1,1
36,Deportivo,Valencia,1,2
36,Atletico de Bilbao,Oviedo,3,0
36,Barcelona,Betis,1,3
36,Celta de Vigo,Compostela,3,3
36,Sporting de Gijon,Real Sociedad,0,2
36,Mallorca,Atletico de Madrid,2,1
36,Santander,Espanol,1,1
36,Tenerife,Salamanca,2,0
36,Valladolid,Merida,0,0
36,Real Madrid,Zaragoza,0,2
37,Espanol,Real Madrid,1,0
37,Valencia,Sporting de Gijon,2,2
37,Atletico de Madrid,Barcelona,5,2
37,Betis,Santander,0,2
37,Deportivo,Compostela,2,6
37,Merida,Atletico de Bilbao,0,0
37,Real Sociedad,Tenerife,1,1
37,Oviedo,Celta de Vigo,3,1
37,Salamanca,Mallorca,1,1
37,Zaragoza,Valladolid,0,0
38,Atletico de Bilbao,Zaragoza,1,0
38,Barcelona,Salamanca,1,4
38,Celta de Vigo,Merida,2,0
38,Compostela,Oviedo,1,0
38,Mallorca,Real Sociedad,0,1
38,Santander,Atletico de Madrid,0,1
38,Real Madrid,Betis,1,0
38,Tenerife,Valencia,3,2
38,Valladolid,Espanol,0,0
38,Sporting de Gijon,Deportivo,0,3
1,Leganes,Eibar,1,0
1,Levante,Toledo,0,1
1,Sevilla,Lleida,5,1
1,Osasuna,Villarreal,0,1
1,Alaves,Albacete,5,1
1,Badajoz,Jaen,1,1
1,Logrones,Ourense,0,1
1,Numancia,Elche,2,1
1,Extremadura,Xerez,1,0
1,Hercules,Rayo Vallecano,0,0
1,Atletico Madrileno,Las Palmas,1,1
2,Albacete,Levante,3,0
2,Eibar,Alaves,2,1
2,Las Palmas,Leganes,1,1
2,Villarreal,Hercules,2,1
2,Lleida,Atletico Madrileno,0,2
2,Ourense,Sevilla,0,1
2,Toledo,Osasuna,1,0
2,Elche,Extremadura,0,1
2,Rayo Vallecano,Numancia,2,0
2,Jaen,Logrones,1,1
2,Xerez,Badajoz,0,0
3,Levante,Eibar,1,2
3,Sevilla,Jaen,4,0
3,Atletico Madrileno,Ourense,1,0
3,Osasuna,Albacete,0,0
3,Alaves,Las Palmas,1,1
3,Badajoz,Elche,5,0
3,Leganes,Lleida,0,0
3,Logrones,Xerez,0,0
3,Numancia,Extremadura,0,3
3,Hercules,Toledo,4,1
3,Rayo Vallecano,Villarreal,5,0
4,Ourense,Leganes,4,0
4,Elche,Logrones,5,0
4,Eibar,Osasuna,0,1
4,Las Palmas,Levante,1,2
4,Albacete,Hercules,1,0
4,Toledo,Rayo Vallecano,1,1
4,Extremadura,Badajoz,0,0
4,Lleida,Alaves,1,2
4,Villarreal,Numancia,0,1
4,Xerez,Sevilla,1,0
4,Jaen,Atletico Madrileno,1,1
5,Alaves,Ourense,0,1
5,Levante,Lleida,1,1
5,Rayo Vallecano,Albacete,0,0
5,Osasuna,Las Palmas,3,1
5,Leganes,Jaen,2,1
5,Logrones,Extremadura,1,1
5,Numancia,Badajoz,0,0
5,Hercules,Eibar,0,0
5,Sevilla,Elche,0,0
5,Villarreal,Toledo,1,1
5,Atletico Madrileno,Xerez,2,0
6,Eibar,Rayo Vallecano,0,1
6,Las Palmas,Hercules,3,2
6,Elche,Atletico Madrileno,3,1
6,Albacete,Villarreal,1,1
6,Badajoz,Logrones,0,0
6,Ourense,Levante,2,0
6,Toledo,Numancia,1,1
6,Extremadura,Sevilla,3,0
6,Jaen,Alaves,0,0
6,Lleida,Osasuna,2,1
6,Xerez,Leganes,3,0
7,Alaves,Xerez,1,0
7,Hercules,Lleida,4,3
7,Atletico Madrileno,Extremadura,3,1
7,Osasuna,Ourense,1,1
7,Leganes,Elche,1,0
7,Numancia,Logrones,1,0
7,Toledo,Albacete,2,2
7,Levante,Jaen,2,0
7,Rayo Vallecano,Las Palmas,3,3
7,Sevilla,Badajoz,1,1
7,Villarreal,Eibar,1,0
8,Albacete,Numancia,2,0
8,Logrones,Sevilla,2,2
8,Ourense,Hercules,2,0
8,Extremadura,Leganes,0,0
8,Elche,Alaves,0,1
8,Jaen,Osasuna,1,1
8,Eibar,Toledo,3,3
8,Las Palmas,Villarreal,0,0
8,Lleida,Rayo Vallecano,3,1
8,Xerez,Levante,4,1
8,Badajoz,Atletico Madrileno,1,1
9,Osasuna,Xerez,2,0
9,Rayo Vallecano,Ourense,0,0
9,Villarreal,Lleida,0,0
9,Albacete,Eibar,1,1
9,Alaves,Extremadura,0,1
9,Leganes,Badajoz,1,1
9,Numancia,Sevilla,1,1
9,Toledo,Las Palmas,2,2
9,Hercules,Jaen,1,0
9,Levante,Elche,3,3
9,Atletico Madrileno,Logrones,1,1
10,Ourense,Villarreal,0,0
10,Extremadura,Levante,1,0
10,Eibar,Numancia,1,0
10,Sevilla,Atletico Madrileno,1,3
10,Badajoz,Alaves,0,0
10,Logrones,Leganes,2,0
10,Elche,Osasuna,2,0
10,Jaen,Rayo Vallecano,0,1
10,Las Palmas,Albacete,3,2
10,Lleida,Toledo,2,1
10,Xerez,Hercules,0,0
11,Osasuna,Extremadura,2,1
11,Levante,Badajoz,1,1
11,Rayo Vallecano,Xerez,0,0
11,Albacete,Lleida,0,1
11,Alaves,Logrones,2,0
11,Leganes,Sevilla,1,0
11,Toledo,Ourense,0,1
11,Hercules,Elche,2,1
11,Eibar,Las Palmas,0,0
11,Villarreal,Jaen,1,1
11,Numancia,Atletico Madrileno,0,0
12,Extremadura,Hercules,1,1
12,Las Palmas,Numancia,5,1
12,Lleida,Eibar,1,1
12,Atletico Madrileno,Leganes,1,1
12,Logrones,Levante,0,0
12,Ourense,Albacete,2,2
12,Elche,Rayo Vallecano,2,1
12,Jaen,Toledo,3,1
12,Sevilla,Alaves,1,0
12,Xerez,Villarreal,1,1
12,Badajoz,Osasuna,2,1
13,Albacete,Jaen,2,2
13,Osasuna,Logrones,1,0
13,Numancia,Leganes,1,1
13,Toledo,Xerez,0,0
13,Hercules,Badajoz,3,1
13,Levante,Sevilla,0,0
13,Rayo Vallecano,Extremadura,5,2
13,Eibar,Ourense,3,0
13,Las Palmas,Lleida,0,0
13,Villarreal,Elche,1,1
13,Alaves,Atletico Madrileno,2,1
14,Leganes,Alaves,1,2
14,Elche,Toledo,1,1
14,Badajoz,Rayo Vallecano,1,3
14,Logrones,Hercules,0,1
14,Ourense,Las Palmas,1,1
14,Extremadura,Villarreal,0,0
14,Jaen,Eibar,0,1
14,Sevilla,Osasuna,2,0
14,Lleida,Numancia,3,0
14,Xerez,Albacete,0,1
14,Atletico Madrileno,Levante,3,1
15,Albacete,Elche,2,0
15,Las Palmas,Jaen,3,0
15,Osasuna,Atletico Madrileno,3,0
15,Numancia,Alaves,0,2
15,Toledo,Extremadura,0,1
15,Hercules,Sevilla,1,0
15,Levante,Leganes,0,1
15,Rayo Vallecano,Logrones,2,1
15,Eibar,Xerez,3,0
15,Lleida,Ourense,2,1
15,Villarreal,Badajoz,1,0
16,Ourense,Numancia,1,1
16,Elche,Eibar,0,4
16,Jaen,Lleida,1,2
16,Xerez,Las Palmas,0,3
16,Atletico Madrileno,Hercules,3,1
16,Alaves,Levante,1,0
16,Badajoz,Toledo,0,1
16,Leganes,Osasuna,0,0
16,Logrones,Villarreal,3,1
16,Extremadura,Albacete,2,0
16,Sevilla,Rayo Vallecano,3,2
17,Hercules,Leganes,1,3
17,Eibar,Extremadura,0,0
17,Las Palmas,Elche,4,3
17,Rayo Vallecano,Atletico Madrileno,1,0
17,Albacete,Badajoz,1,2
17,Osasuna,Alaves,0,1
17,Numancia,Levante,3,1
17,Ourense,Jaen,1,1
17,Toledo,Logrones,0,0
17,Lleida,Xerez,2,0
17,Villarreal,Sevilla,3,0
18,Badajoz,Eibar,1,0
18,Leganes,Rayo Vallecano,0,1
18,Levante,Osasuna,0,2
18,Xerez,Ourense,0,1
18,Atletico Madrileno,Villarreal,1,1
18,Alaves,Hercules,1,2
18,Logrones,Albacete,1,2
18,Extremadura,Las Palmas,1,1
18,Elche,Lleida,0,0
18,Jaen,Numancia,1,0
18,Sevilla,Toledo,2,0
19,Albacete,Sevilla,1,0
19,Numancia,Osasuna,0,0
19,Ourense,Elche,2,1
19,Hercules,Levante,1,1
19,Rayo Vallecano,Alaves,0,0
19,Jaen,Xerez,1,1
19,Eibar,Logrones,2,1
19,Las Palmas,Badajoz,2,0
19,Lleida,Extremadura,2,0
19,Villarreal,Leganes,3,1
19,Toledo,Atletico Madrileno,0,1
20,Alaves,Villarreal,5,1
20,Leganes,Toledo,3,1
20,Osasuna,Hercules,2,1
20,Badajoz,Lleida,1,0
20,Logrones,Las Palmas,0,1
20,Numancia,Xerez,1,1
20,Extremadura,Ourense,3,1
20,Elche,Jaen,1,0
20,Levante,Rayo Vallecano,1,0
20,Sevilla,Eibar,1,1
20,Atletico Madrileno,Albacete,2,0
21,Ourense,Badajoz,0,3
21,Rayo Vallecano,Osasuna,0,1
21,Las Palmas,Sevilla,1,1
21,Villarreal,Levante,3,2
21,Albacete,Leganes,0,2
21,Toledo,Alaves,0,0
21,Hercules,Numancia,0,1
21,Jaen,Extremadura,2,4
21,Lleida,Logrones,0,0
21,Xerez,Elche,1,1
21,Eibar,Atletico Madrileno,1,0
22,Albacete,Alaves,1,1
22,Eibar,Leganes,0,0
22,Lleida,Sevilla,3,0
22,Villarreal,Osasuna,1,0
22,Ourense,Logrones,0,0
22,Toledo,Levante,1,0
22,Elche,Numancia,3,0
22,Rayo Vallecano,Hercules,0,0
22,Jaen,Badajoz,2,1
22,Xerez,Extremadura,1,3
22,Las Palmas,Atletico Madrileno,3,3
23,Osasuna,Toledo,1,1
23,Numancia,Rayo Vallecano,0,1
23,Hercules,Villarreal,2,1
23,Sevilla,Ourense,1,0
23,Atletico Madrileno,Lleida,3,1
23,Alaves,Eibar,1,0
23,Badajoz,Xerez,0,0
23,Leganes,Las Palmas,0,0
23,Logrones,Jaen,1,2
23,Extremadura,Elche,3,2
23,Levante,Albacete,1,3
24,Eibar,Levante,1,1
24,Xerez,Logrones,0,0
24,Ourense,Atletico Madrileno,3,4
24,Albacete,Osasuna,2,1
24,Toledo,Hercules,1,1
24,Extremadura,Numancia,0,0
24,Elche,Badajoz,0,1
24,Jaen,Sevilla,1,0
24,Las Palmas,Alaves,4,0
24,Lleida,Leganes,0,2
24,Villarreal,Rayo Vallecano,3,0
25,Osasuna,Eibar,1,1
25,Hercules,Albacete,3,1
25,Rayo Vallecano,Toledo,2,1
25,Atletico Madrileno,Jaen,1,1
25,Alaves,Lleida,2,1
25,Badajoz,Extremadura,2,0
25,Leganes,Ourense,1,2
25,Logrones,Elche,0,1
25,Numancia,Villarreal,1,2
25,Levante,Las Palmas,0,2
25,Sevilla,Xerez,2,0
26,Albacete,Rayo Vallecano,0,1
26,Ourense,Alaves,0,0
26,Las Palmas,Osasuna,3,0
26,Lleida,Levante,0,3
26,Badajoz,Numancia,2,2
26,Toledo,Villarreal,2,1
26,Extremadura,Logrones,2,0
26,Elche,Sevilla,0,2
26,Jaen,Leganes,1,2
26,Eibar,Hercules,0,1
26,Xerez,Atletico Madrileno,2,1
27,Osasuna,Lleida,0,1
27,Leganes,Xerez,1,1
27,Hercules,Las Palmas,4,0
27,Sevilla,Extremadura,3,1
27,Alaves,Jaen,1,0
27,Logrones,Badajoz,2,1
27,Numancia,Toledo,1,0
27,Levante,Ourense,1,0
27,Rayo Vallecano,Eibar,0,1
27,Villarreal,Albacete,1,0
27,Atletico Madrileno,Elche,3,0
28,Eibar,Villarreal,0,0
28,Extremadura,Atletico Madrileno,2,1
28,Albacete,Toledo,3,1
28,Badajoz,Sevilla,2,0
28,Logrones,Numancia,2,0
28,Ourense,Osasuna,2,0
28,Elche,Leganes,1,1
28,Jaen,Levante,0,0
28,Las Palmas,Rayo Vallecano,2,0
28,Lleida,Hercules,2,1
28,Xerez,Alaves,0,1
29,Osasuna,Jaen,2,0
29,Hercules,Ourense,2,1
29,Rayo Vallecano,Lleida,2,0
29,Alaves,Elche,0,0
29,Leganes,Extremadura,3,2
29,Numancia,Albacete,1,1
29,Toledo,Eibar,2,0
29,Levante,Xerez,0,1
29,Sevilla,Logrones,1,1
29,Villarreal,Las Palmas,0,0
29,Atletico Madrileno,Badajoz,1,2
30,Badajoz,Leganes,1,1
30,Jaen,Hercules,0,0
30,Eibar,Albacete,2,0
30,Las Palmas,Toledo,1,2
30,Ourense,Rayo Vallecano,2,0
30,Extremadura,Alaves,2,1
30,Elche,Levante,1,0
30,Sevilla,Numancia,1,0
30,Lleida,Villarreal,0,2
30,Xerez,Osasuna,0,2
30,Logrones,Atletico Madrileno,1,0
31,Osasuna,Elche,0,0
31,Alaves,Badajoz,1,0
31,Leganes,Logrones,1,1
31,Numancia,Eibar,0,0
31,Toledo,Lleida,1,0
31,Hercules,Xerez,0,0
31,Levante,Extremadura,0,1
31,Rayo Vallecano,Jaen,0,1
31,Villarreal,Ourense,2,0
31,Atletico Madrileno,Sevilla,0,1
31,Albacete,Las Palmas,0,2
32,Logrones,Alaves,1,1
32,Jaen,Villarreal,1,2
32,Atletico Madrileno,Numancia,4,2
32,Badajoz,Levante,2,0
32,Ourense,Toledo,0,0
32,Extremadura,Osasuna,1,1
32,Elche,Hercules,1,1
32,Sevilla,Leganes,3,2
32,Las Palmas,Eibar,4,1
32,Lleida,Albacete,2,0
32,Xerez,Rayo Vallecano,1,0
33,Rayo Vallecano,Elche,1,2
33,Eibar,Lleida,1,0
33,Leganes,Atletico Madrileno,2,1
33,Albacete,Ourense,1,0
33,Osasuna,Badajoz,1,2
33,Alaves,Sevilla,1,0
33,Numancia,Las Palmas,0,0
33,Toledo,Jaen,0,0
33,Hercules,Extremadura,0,1
33,Levante,Logrones,1,2
33,Villarreal,Xerez,3,0
34,Elche,Villarreal,2,2
34,Lleida,Las Palmas,5,2
34,Atletico Madrileno,Alaves,0,1
34,Badajoz,Hercules,2,0
34,Leganes,Numancia,0,1
34,Logrones,Osasuna,0,0
34,Ourense,Eibar,1,0
34,Extremadura,Rayo Vallecano,3,1
34,Jaen,Albacete,1,0
34,Sevilla,Levante,0,4
34,Xerez,Toledo,0,2
35,Osasuna,Sevilla,3,0
35,Alaves,Leganes,3,0
35,Hercules,Logrones,1,2
35,Las Palmas,Ourense,2,0
35,Albacete,Xerez,1,0
35,Numancia,Lleida,1,0
35,Toledo,Elche,2,0
35,Rayo Vallecano,Badajoz,4,3
35,Eibar,Jaen,0,0
35,Villarreal,Extremadura,0,2
35,Levante,Atletico Madrileno,2,1
36,Alaves,Numancia,3,0
36,Badajoz,Villarreal,0,0
36,Leganes,Levante,4,4
36,Ourense,Lleida,0,0
36,Extremadura,Toledo,0,1
36,Elche,Albacete,3,0
36,Jaen,Las Palmas,1,4
36,Sevilla,Hercules,1,0
36,Xerez,Eibar,1,0
36,Atletico Madrileno,Osasuna,5,0
36,Logrones,Rayo Vallecano,3,1
37,Osasuna,Leganes,2,1
37,Lleida,Jaen,1,1
37,Hercules,Atletico Madrileno,2,1
37,Albacete,Extremadura,0,2
37,Numancia,Ourense,4,0
37,Toledo,Badajoz,1,2
37,Levante,Alaves,0,1
37,Rayo Vallecano,Sevilla,1,3
37,Eibar,Elche,1,0
37,Las Palmas,Xerez,2,0
37,Villarreal,Logrones,2,1
38,Extremadura,Eibar,1,0
38,Elche,Las Palmas,0,1
38,Atletico Madrileno,Rayo Vallecano,1,1
38,Alaves,Osasuna,1,0
38,Badajoz,Albacete,0,0
38,Leganes,Hercules,2,1
38,Logrones,Toledo,1,2
38,Levante,Numancia,1,1
38,Jaen,Ourense,1,1
38,Sevilla,Villarreal,0,0
38,Xerez,Lleida,1,3
39,Ourense,Xerez,1,2
39,Hercules,Alaves,1,1
39,Rayo Vallecano,Leganes,1,0
39,Albacete,Logrones,1,2
39,Osasuna,Levante,0,1
39,Numancia,Jaen,2,2
39,Toledo,Sevilla,1,0
39,Eibar,Badajoz,3,1
39,Las Palmas,Extremadura,2,1
39,Lleida,Elche,2,0
39,Villarreal,Atletico Madrileno,1,1
40,Badajoz,Las Palmas,1,0
40,Elche,Ourense,2,2
40,Xerez,Jaen,0,3
40,Osasuna,Numancia,0,1
40,Alaves,Rayo Vallecano,3,0
40,Leganes,Villarreal,0,2
40,Logrones,Eibar,1,1
40,Extremadura,Lleida,3,0
40,Levante,Hercules,0,0
40,Atletico Madrileno,Toledo,2,1
40,Sevilla,Albacete,2,0
41,Ourense,Extremadura,0,1
41,Toledo,Leganes,3,2
41,Lleida,Badajoz,2,0
41,Villarreal,Alaves,2,1
41,Hercules,Osasuna,0,0
41,Rayo Vallecano,Levante,3,0
41,Jaen,Elche,2,1
41,Eibar,Sevilla,1,1
41,Las Palmas,Logrones,0,4
41,Xerez,Numancia,2,2
41,Albacete,Atletico Madrileno,1,1
42,Levante,Villarreal,1,2
42,Sevilla,Las Palmas,1,1
42,Osasuna,Rayo Vallecano,1,3
42,Alaves,Toledo,3,0
42,Badajoz,Ourense,2,0
42,Leganes,Albacete,0,2
42,Logrones,Lleida,0,1
42,Numancia,Hercules,0,0
42,Extremadura,Jaen,2,2
42,Elche,Xerez,1,0
42,Atletico Madrileno,Eibar,2,0
1,Alaves,Betis,0,0
1,Valencia,Atletico de Madrid,1,0
1,Celta de Vigo,Deportivo,0,0
1,Espanol,Tenerife,2,1
1,Extremadura,Valladolid,0,0
1,Santander,Barcelona,0,0
1,Real Sociedad,Oviedo,3,3
1,Salamanca,Mallorca,0,0
1,Zaragoza,Atletico de Bilbao,2,0
1,Real Madrid,Villarreal,4,1
2,Atletico de Bilbao,Santander,2,0
2,Atletico de Madrid,Salamanca,2,0
2,Barcelona,Extremadura,1,0
2,Betis,Zaragoza,1,3
2,Deportivo,Valencia,1,0
2,Tenerife,Real Sociedad,2,2
2,Valladolid,Real Madrid,0,1
2,Villarreal,Celta de Vigo,1,1
2,Mallorca,Espanol,2,0
2,Oviedo,Alaves,1,0
3,Real Madrid,Barcelona,2,2
3,Celta de Vigo,Valladolid,0,0
3,Alaves,Zaragoza,1,0
3,Espanol,Atletico de Madrid,1,1
3,Extremadura,Atletico de Bilbao,0,1
3,Santander,Betis,1,0
3,Real Sociedad,Mallorca,0,1
3,Oviedo,Tenerife,0,1
3,Salamanca,Deportivo,3,1
3,Valencia,Villarreal,1,0
4,Atletico de Bilbao,Real Madrid,2,3
4,Atletico de Madrid,Real Sociedad,4,1
4,Barcelona,Celta de Vigo,2,2
4,Betis,Extremadura,1,1
4,Valladolid,Valencia,3,1
4,Deportivo,Espanol,1,0
4,Mallorca,Oviedo,0,0
4,Tenerife,Alaves,1,2
4,Villarreal,Salamanca,5,0
4,Zaragoza,Santander,3,1
5,Valencia,Barcelona,1,3
5,Celta de Vigo,Atletico de Bilbao,3,2
5,Alaves,Santander,0,1
5,Espanol,Villarreal,1,1
5,Extremadura,Zaragoza,0,2
5,Real Sociedad,Deportivo,2,0
5,Real Madrid,Betis,0,1
5,Oviedo,Atletico de Madrid,3,1
5,Salamanca,Valladolid,1,0
5,Tenerife,Mallorca,1,1
6,Atletico de Bilbao,Valencia,2,0
6,Atletico de Madrid,Tenerife,2,0
6,Barcelona,Salamanca,1,1
6,Betis,Celta de Vigo,0,3
6,Villarreal,Real Sociedad,1,1
6,Zaragoza,Real Madrid,3,4
6,Deportivo,Oviedo,4,0
6,Mallorca,Alaves,2,1
6,Santander,Extremadura,3,1
6,Valladolid,Espanol,2,1
7,Celta de Vigo,Zaragoza,2,0
7,Alaves,Extremadura,0,1
7,Espanol,Barcelona,1,2
7,Mallorca,Atletico de Madrid,4,0
7,Real Sociedad,Valladolid,1,0
7,Real Madrid,Santander,2,2
7,Oviedo,Villarreal,0,0
7,Salamanca,Atletico de Bilbao,2,1
7,Tenerife,Deportivo,1,1
7,Valencia,Betis,5,1
8,Atletico de Bilbao,Espanol,2,2
8,Atletico de Madrid,Alaves,3,0
8,Barcelona,Real Sociedad,4,1
8,Betis,Salamanca,1,0
8,Extremadura,Real Madrid,1,5
8,Santander,Celta de Vigo,2,2
8,Zaragoza,Valencia,1,4
8,Deportivo,Mallorca,1,1
8,Valladolid,Oviedo,2,1
8,Villarreal,Tenerife,2,5
9,Espanol,Betis,1,0
9,Atletico de Madrid,Deportivo,1,1
9,Celta de Vigo,Extremadura,5,1
9,Alaves,Real Madrid,1,1
9,Mallorca,Villarreal,1,0
9,Real Sociedad,Atletico de Bilbao,3,1
9,Oviedo,Barcelona,2,1
9,Salamanca,Zaragoza,1,2
9,Tenerife,Valladolid,2,2
9,Valencia,Santander,3,0
10,Real Madrid,Celta de Vigo,1,2
10,Atletico de Bilbao,Oviedo,3,5
10,Barcelona,Tenerife,4,1
10,Betis,Real Sociedad,1,0
10,Deportivo,Alaves,2,2
10,Extremadura,Valencia,1,0
10,Santander,Salamanca,4,1
10,Valladolid,Mallorca,1,0
10,Villarreal,Atletico de Madrid,2,1
10,Zaragoza,Espanol,0,3
11,Tenerife,Atletico de Bilbao,0,1
11,Atletico de Madrid,Valladolid,6,1
11,Alaves,Celta de Vigo,2,0
11,Mallorca,Barcelona,1,0
11,Real Sociedad,Zaragoza,0,0
