identificacion,Tiempo_real,Tiempo_asignado,permitir_Gastos,permitir_tiempo,Fecha_de_finalizacion_calculada,divisa,Titulo_de_proyecto,fecha_de_inicio,filial
63477,00:37.1,0:00:00,1,1,2023-04-12,2,"1484 THI - EOD February 1, 2023, to July 31, 2023",2023-02-09,1
63481,03:25.4,0:00:00,1,1,2023-03-14,2,1485 ONS - SOW_001,2023-02-13,1
63486,01:59.1,0:00:00,1,1,2023-04-20,2,1486 CSC - Jove Integration Support,2023-02-27,1
63487,00:33.6,0:00:00,1,1,2023-04-13,2,1487 ASP - Apr2023-Mar2024 EOD,2023-04-01,1
63488,00:36.8,0:00:00,1,1,2023-04-12,2,"1488 MOC - EOD March 1, 2023 to August 31, 2023",2023-03-01,1
63491,02:59.5,0:00:00,1,0,2023-04-14,2,1489 PAV - SOW_001,2023-03-06,1
63492,00:09.6,0:00:00,1,1,2023-03-28,1,1490 TJINC - MKT 2023 - Marketing Initiatives 2023,2023-03-01,1
63494,00:33.3,0:00:00,1,1,2023-03-17,2,1491 SOV - SOW_008 Data Migration Support,2023-03-09,1
63505,00:00.0,0:00:00,1,1,2023-04-19,2,1492 TIA - Data Migration Support,2023-03-20,1
63507,00:00.0,0:00:00,1,1,2023-03-27,2,1493 WEB - 100 hours of support for three months.,2023-03-27,1
63508,00:00.0,0:00:00,1,1,2023-03-29,2,1494 CAS -SOW_001,2023-03-29,1
63510,00:38.8,0:00:00,1,1,2023-04-20,2,1495 PAV - NetSuite implementation of Pavilion Payments,2023-04-11,1
