identificacion,Tiempo_real,Tiempo_asignado,permitir_Gastos,permitir_tiempo,Fecha_de_finalizacion_calculada,divisa,Titulo_de_proyecto,fecha_de_inicio,filial
60538,00:00.0,0:00:00,1,1,2017-04-17,2,992 CHP - NetSuite Implementation,2016-12-13,1
60539,02:31.3,0:00:00,1,0,2017-11-10,1,993 CLOSED - DWV NetSuite Implementation - DMV_CO_02,2016-12-13,1
60540,00:00.0,0:00:00,1,0,2017-11-10,2,994 CLOSED - VER - NetSuite Implementation,2016-12-13,1
60541,00:00.0,0:00:00,1,1,2016-12-14,2,995 Diego Test7 Template DO NOT USE,2016-12-14,1
60542,00:00.0,0:00:00,1,1,2016-12-14,2,996 Diego Test8 Template DO NOT USE,2016-12-14,1
60543,00:00.0,0:00:00,1,1,2016-12-14,2,997 Diego Test9 Template DO NOT USE,2016-12-14,1
60544,00:10.4,0:00:00,1,1,2017-01-18,2,998 Supporting name change,2016-12-15,1
60545,00:00.0,0:00:00,1,1,2016-12-15,2,999 DONT USE - CHG Fixed Bid - NetSuite Implementation,2016-12-15,1
60546,01:53.6,0:00:00,1,1,2017-05-19,2,1000 TVT - Trivantis NetSuite Consulting,2016-12-20,1
60547,00:25.9,0:00:00,1,1,2016-12-20,2,1001 ELE - T&M Support,2016-12-20,1
60552,27:40.3,0:00:00,1,1,2017-07-20,2,1005 CHG Fixed Bid - NetSuite Implementation,2016-12-21,1
60555,13:29.5,0:00:00,1,1,2017-07-28,1,1006 EXE - NS Implementation,2017-01-11,1
60557,00:00.0,0:00:00,1,0,2017-11-10,2,1007 CLOSED - TMP_SOW_002,2017-01-19,1
60558,00:00.0,0:00:00,1,0,2017-11-10,2,1008 CLOSED - TR3 - 2017 NetSuite Consulting,2017-01-19,1
60559,00:00.0,0:00:00,1,1,2017-05-03,2,1009 LOA - NS Blueprint,2017-01-24,1
60561,16:36.4,0:00:00,1,1,2017-07-25,1,1010 BON - Phase 2,2017-02-03,1
60565,00:00.0,0:00:00,1,0,2017-11-10,2,1011 CLOSED - ALG - EOD Support,2017-02-16,1
60574,03:18.3,0:00:00,1,1,2017-05-19,2,1012 ALG - Algenist 2.0 SOW - Configuration,2017-03-07,1
60582,00:00.0,0:00:00,1,1,2017-06-01,2,1013 LWF - SOW-002,2017-03-15,1
60583,00:00.0,0:00:00,1,1,2017-05-02,2,1014 LWF - SOW-001,2017-03-20,1
60585,00:00.0,0:00:00,1,1,2017-05-19,1,1015 BMT - Customer Orders from Fulfillments,2017-03-21,1
60586,00:32.3,0:00:00,1,1,2017-04-07,1,1016 BMT - Development Work (NON BILLABLE),2017-03-21,1
60589,00:01.0,0:00:00,1,1,2017-03-29,1,1017 NPS - Support 2017 DUPLICATE,2017-03-29,1
60592,00:50.6,0:00:00,1,0,2017-10-03,1,1018 CLOSED - NPS - Support 2017,2017-03-30,1
60594,00:00.0,0:00:00,1,0,2017-11-11,2,1019 CLOSED - PAL - EOD,2017-04-17,1
60596,07:04.4,0:00:00,1,1,2017-08-02,2,1020 CHP - Finance: Change Order: CO_CHP_002,2017-04-19,1
60597,00:00.0,0:00:00,1,1,0000-00-00,2,1021 CHP - Sales&Marketing Change Order: CO_CHP_002,2017-04-19,1
60598,02:10.6,0:00:00,1,1,2017-07-21,2,1022 CHP - Sales&Marketing Change Order: CO_CHP_002,2017-04-19,1
60604,00:00.0,0:00:00,1,0,2017-11-10,2,1023 CLOSED - LOA - NS Implementation,2017-05-04,1
60606,05:10.2,0:00:00,1,0,2017-11-08,2,1024 CLOSED - SAB - Support/Cleanup  2017,2017-05-09,1
60608,01:53.5,0:00:00,1,1,2017-07-17,1,1025 CGC - Training,2017-05-11,1
60611,07:01.5,0:00:00,1,1,2017-06-28,2,1026 LWF - CH­001,2017-06-01,1
60612,00:00.0,0:00:00,1,0,2017-11-10,2,1027 CLOSED - SAB - SOW-SAB-001 - Support,2017-06-01,1
60620,00:00.0,0:00:00,1,1,2017-09-20,2,1028 MOC - Integration Support,2017-06-15,1
60623,00:00.0,0:00:00,1,1,2017-07-25,2,1029 LWF - Change Order 002,2017-06-29,1
60624,04:10.1,0:00:00,1,0,2017-11-10,1,1030 CLOSED - BON - Phase 3,2017-07-06,1
60627,03:56.3,0:00:00,1,1,2017-11-07,1,1031 CGC - Tweed Support 2017,2017-07-18,1
60634,00:00.0,0:00:00,1,0,2017-11-10,2,1032 CLOSED - CHG - Support,2017-07-26,1
60638,00:00.0,0:00:00,1,1,2017-09-18,2,1033 LWF - T&M Support for NetSuite solution,2017-07-27,1
60639,00:00.0,0:00:00,1,0,0000-00-00,1,1034 LWF Expenses,2017-07-27,1
60640,00:00.0,0:00:00,1,0,2017-11-10,2,1035 CLOSED - CHP - EoD T&M,2017-07-27,1
60653,00:00.0,0:00:00,1,1,2017-11-10,1,1036 BLS - NetSuite Blueprint,2017-08-10,1
60655,00:00.0,0:00:00,1,1,2017-08-10,1,1037 TJ Test,2017-08-10,1
60661,01:48.1,0:00:00,1,1,2017-10-27,2,1038 VER - NetSuite Support,2017-08-18,1
60662,00:00.0,0:00:00,1,0,2017-11-10,1,1039 CLOSED - EXE - EoD Support,2017-08-21,1
60665,05:47.2,0:00:00,1,0,2017-11-09,2,1040 CLOSED - TEL - Blueprint,2017-08-29,1
60666,00:00.0,0:00:00,1,0,2017-11-10,2,1041 CLOSED - TAN - Blueprint,2017-08-30,1
60668,00:01.0,0:00:00,1,1,2017-09-05,2,1042 MGI - Blueprint,2017-09-05,1
60669,00:41.1,0:00:00,1,1,2017-10-13,2,1043 CHP - CRM Rescue,2017-09-11,1
60707,03:44.7,0:00:00,1,0,2017-11-15,1,1049 CLOSED - MHS - NetSuite Blueprint,2017-10-03,1
60716,00:00.0,0:00:00,1,1,2017-10-03,1,1050 ** (DND) 2017 EOD TEMPLATE,2017-10-03,1
60718,00:00.0,0:00:00,1,1,2017-10-03,1,1051 ** (DND) 2017 Implementation TEMPLATE,2017-10-03,1
60720,00:00.0,0:00:00,1,1,2017-10-04,1,1052 AB EOD Test,2017-10-04,1
60722,00:00.0,0:00:00,1,1,2017-10-04,1,1053 AB Test Implementation,2017-10-04,1
60723,00:13.3,0:00:00,1,0,2017-10-30,2,1054 CLOSED - SER -  Consultancy Support for Logisense Integrati,2017-10-06,1
60724,00:58.5,0:00:00,1,0,2017-11-10,2,1055 CLOSED - MOC - Track/NetSuite Augmentation,2017-10-06,1
60729,00:00.0,0:00:00,1,0,2017-11-08,2,1056 CLOSED - CHP - CRM,2017-10-12,1
60735,00:00.0,0:00:00,1,1,2017-10-20,1,1057 ** (DND) 2017 PUB TEMPLATE,2017-10-20,1
60736,00:00.0,0:00:00,1,1,2017-10-20,1,1058 AB Test PUB,2017-10-20,1
60737,00:13.7,0:00:00,1,1,2017-10-19,2,1059 ATX - Presales,2017-10-20,1
60743,00:29.2,0:00:00,1,0,2017-10-27,2,1060 CLOSED - MGI - Metrogistics Blueprint,2017-10-27,1
60744,00:36.5,0:00:00,1,0,2017-11-08,2,1061 CLOSED - SIT - EOD T&M Nov'17-Oct'18,2017-11-01,1
60747,00:00.0,0:00:00,1,0,2017-11-07,1,1062 CLOSED - CGC - T&M EOD,2017-11-07,1
60751,00:00.0,0:00:00,0,1,2022-12-23,1,1063 TJINC Time Off,2017-11-09,1
60752,52:04.8,0:00:24,1,1,2022-07-15,1,1064 TJINC Internal,2017-11-09,1
60753,00:00.0,0:01:53,1,1,2022-07-13,1,1065 TJINC In Pursuit of Better,2017-11-09,1
60754,09:26.2,0:00:00,0,1,2022-07-12,1,1066 TJINC Bench Time,2017-11-09,1
60853,00:05.3,0:00:00,1,0,2017-11-09,2,1070 CLOSED - MGI - Trucking & Drive Away Blueprint,2017-11-09,1
60854,00:00.0,0:00:00,1,0,2017-11-10,2,1071 CLOSED - LOA - EoD Support,2017-11-10,1
60871,00:00.0,0:00:00,1,0,2018-02-23,2,1072 CHP - EoD T&M,2017-11-16,1
60872,00:00.0,0:00:00,1,0,2018-10-17,2,1073 TMP - SOW_002,2017-11-16,1
60873,07:18.1,0:00:00,1,0,2017-12-23,2,1074 TR3 - 2017 NetSuite Consulting,2017-11-16,1
60874,00:00.0,0:00:10,1,0,2017-12-01,2,1075 CLOSED - SAB - Support/Cleanup 2017(b),2017-11-16,1
60875,04:13.8,0:00:00,1,0,2018-03-16,2,1076 SAB - SOW-SAB-001 - Support EoD,2017-11-16,1
60876,01:19.5,0:00:00,1,0,2018-02-09,2,1077 MGI - Metrogistics Integration Blueprint,2017-11-16,1
60877,00:00.0,0:00:00,1,0,2018-01-01,1,1078 MHS - NetSuite Blueprint,2017-11-16,1
60878,00:00.0,0:00:00,1,0,2018-07-19,2,1079 MGI - Trucking & Drive Away Blueprint,2017-11-16,1
60879,02:42.6,0:00:00,1,0,2018-11-28,2,1080 SIT - EOD T&M Nov'17-Oct'18,2017-11-16,1
60880,05:03.1,0:00:00,1,0,2018-11-02,1,1081 CGC - EOD T&M,2017-11-16,1
60881,00:00.0,0:00:08,1,0,2018-10-18,2,1082 LOA - EoD Support,2017-11-16,1
60882,06:21.2,0:00:00,1,0,2018-06-21,1,1083 BLS - Netsuite PKG1 Implementation,2017-11-16,1
60883,45:06.4,0:00:00,1,0,2018-12-12,2,1084 CHG - Support,2017-11-16,1
60884,05:50.2,0:00:00,1,0,2020-01-22,1,1085 EXE - EoD Support,2017-11-16,1
60885,00:00.0,0:00:17,1,0,2017-11-24,2,1086 CLOSED - LOA - NS Implementation,2017-11-16,1
60886,00:00.0,0:00:00,1,0,2017-11-29,1,1087 CLOSED - BON - EOD Phase 3,2017-11-16,1
60887,32:41.3,0:00:00,1,0,2017-12-12,2,1088 VER - NetSuite Implementation,2017-11-17,1
60888,00:00.0,0:00:00,1,0,2018-06-25,2,1089 TEL - Implementation,2017-11-17,1
60889,03:27.0,0:00:00,1,0,2018-02-19,2,1090 TAN - Blueprint,2017-11-17,1
60890,00:14.3,0:00:00,1,0,2017-11-17,2,1091 CLOSED - SER - Consultancy Support for Logisense Integratio,2017-11-17,1
60891,00:00.0,0:00:00,1,0,2017-12-01,2,1092 CLOSED - MOC - Track/NetSuite Augmentation,2017-11-17,1
60892,03:22.1,0:00:00,1,0,2018-03-28,1,1093 KNB EoD - 2014-2015,2017-11-17,1
60893,00:00.0,0:00:00,1,0,2018-02-12,2,1094 CHP - CRM,2017-11-17,1
60894,05:02.3,0:00:00,1,0,2018-10-12,2,1095 IMK - EOD 2014-2015,2017-11-17,1
60895,01:12.0,0:00:00,1,1,2018-01-12,2,1096 CLMG - T&M Project,2017-11-17,1
60896,00:00.0,0:00:00,1,0,2017-11-17,1,1097 GVX - Australian Subsidiary Addition,2017-11-17,1
60897,02:26.1,0:00:00,1,0,2018-01-26,1,1098 DWV - NetSuite Implementation - DMV_CO_02,2017-11-17,1
60898,07:35.5,0:00:00,1,0,2018-10-19,2,1099 ALG - EOD Support,2017-11-17,1
60899,00:46.0,0:00:00,1,0,2017-11-17,1,1100 NPS - Support 2017,2017-11-17,1
60900,04:49.2,0:00:00,1,0,2019-10-08,2,1101 PAL - EOD,2017-11-17,1
60901,02:16.9,0:00:00,1,0,2017-12-12,1,1102 CLOSED - BON - NetSuite Assessment,2017-11-20,1
60902,02:49.2,0:00:04,1,0,2018-03-08,1,1103 BON - EOD Nov2017-Jan2018,2017-11-20,1
60903,03:26.6,0:00:57,1,0,2018-04-12,1,1104 PGB - EoD,2017-11-20,1
60907,01:25.2,0:00:00,1,0,2018-03-10,2,1105 MOC - Boomi EOD,2017-11-22,1
61009,00:00.0,0:00:00,1,0,2018-03-15,2,1106 MOC - NetSuite Optimization,2017-12-06,1
61011,00:41.0,0:00:00,1,0,2019-08-06,2,1107 OAN - Support T&M project,2017-12-07,1
61012,01:10.9,0:00:00,1,0,2021-04-05,1,1108 TJINC EOD Placeholder,2017-12-08,1
61014,00:20.6,0:00:00,1,0,2018-03-23,1,1109 BLS - NetSuite Support,2017-12-11,1
61016,01:56.0,0:00:00,1,0,2018-01-30,2,1110 VER - Open T&M,2017-12-12,1
61019,05:33.1,0:00:00,1,0,2018-10-22,2,1111 TR3 - 2018 NetSuite Support,2017-12-21,1
61020,00:00.0,0:00:00,1,0,2018-10-12,1,1112 MHS - NS/Boomi Implementation,2018-01-03,1
61025,00:33.7,0:00:00,1,0,2018-02-22,2,1113 SER - RevRec Schedules,2018-01-08,1
61026,00:48.8,0:00:00,1,0,2018-02-16,2,1114 SER - Data Migration due RevRec Schedules,2018-01-08,1
61030,00:00.0,0:00:00,1,0,2018-10-19,2,1115 RSC - ReVive Skincare Implementation,2018-01-15,1
61031,00:00.0,0:00:00,1,0,2018-03-05,2,1116 SER - NetSuite EOD - SER_SOW_011,2018-01-15,1
61034,00:12.1,0:00:00,1,0,2019-03-25,2,1117 CLM - 2018 NetSuite Support - T&M,2018-01-25,1
61035,00:09.6,0:00:00,0,0,2019-01-10,2,1118 CAP -EoD Support,2018-01-26,1
61036,03:09.4,0:00:00,1,0,2018-12-10,1,1119 BON - NS Assessment Improvements - Phase1,2018-01-26,1
61053,03:12.3,0:00:00,1,0,2018-07-17,2,1120 PRO - ProVation Blueprint,2018-02-07,1
61069,00:00.0,0:00:00,1,0,2018-03-09,2,1121 SER - RevRec from Journal CSV Import & Correction of Invoic,2018-02-14,1
61077,00:40.8,0:00:00,1,0,2018-04-02,1,1122 TCB - NetSuite Consulting Test Drive,2018-02-20,1
61132,00:44.8,0:00:00,1,0,2019-10-01,2,1123 CHP - 2018 EOD Agreement,2018-02-28,1
61154,00:00.0,0:00:00,1,0,2018-08-16,2,1124 TEL - EoD,2018-03-12,1
61175,00:17.8,0:00:00,1,0,2018-05-11,2,1125 KGW - EOD Support SOW_002,2018-03-29,1
61178,00:00.0,0:00:00,1,0,2018-09-24,1,1126 BLS - SOW_004,2018-03-29,1
61182,00:00.0,0:00:00,1,0,2019-06-10,2,1127 SAB - EOD Support,2018-04-03,1
61192,01:38.4,0:00:00,1,0,2018-07-24,1,1128 BON - EOD Support Services [BON_SOW_006],2018-04-17,1
61205,00:48.3,0:00:00,1,0,2018-05-17,2,1129 MED - EOD Support and BACS EFT Template,2018-04-26,1
61209,56:01.3,0:00:00,1,0,2019-04-11,2,1130 PRO - NetSuite Implementation Project (PRO_SOW_002,2018-04-30,1
61210,01:05.1,0:00:00,1,0,2018-08-22,1,1131 MHS - E-Commerce Blueprint,2018-04-30,1
61216,03:19.2,0:00:00,1,0,2019-05-01,2,1132 MOC - EOD SOW_006,2018-05-04,1
61217,02:06.1,0:00:00,1,0,2019-01-28,1,1133 LHH - SOW_004,2018-05-08,1
61218,01:15.2,0:00:00,1,0,2018-09-28,1,1134 MHS - Token Blueprint,2018-05-09,1
61219,01:50.8,0:00:00,1,0,2018-09-11,1,1135 MHS - WSDK & Integrations Blueprint,2018-05-09,1
61256,02:57.9,0:00:00,1,0,2018-07-10,2,1136 BZV - Bazaarvoice PSA Selection,2018-05-28,1
61261,01:29.8,0:00:00,1,0,2018-07-11,2,1137 MGI - Change Order,2018-05-30,1
61271,00:00.0,0:00:00,1,0,2018-07-05,2,1138 CSC - SOW_001 - OLD,2018-06-05,1
61272,00:00.0,0:00:00,1,0,2018-09-03,2,1139 TSG - SOW_001,2018-06-05,1
61291,00:00.0,0:00:00,1,0,2018-07-10,2,1140 MGI - ACERTUS Implementation - OLD,2018-07-06,1
61295,00:16.9,0:00:00,1,0,2018-11-12,1,1141 GVX - EOD NetSuite Consultancy,2018-07-11,1
61297,00:00.0,0:00:00,1,0,2018-11-08,2,1142 HVF - NetSuite Support Services.,2018-07-13,1
61304,17:00.0,0:00:00,1,0,2019-05-20,2,1143 MGI - ACERTUS Implementation,2018-07-19,1
61306,00:00.0,0:00:00,1,0,2019-04-18,2,1144 CSC - SOW_001,2018-07-20,1
61316,01:16.3,0:00:00,1,0,2018-10-01,2,1145 CSC - NS Assessment,2018-07-30,1
61317,03:52.4,0:00:00,1,0,2018-09-17,2,1146 BTV - MDU-DCI NetSuite Blueprinting,2018-07-30,1
61318,00:39.5,0:00:00,1,0,2018-08-31,2,1147 FRM - ad hoc NetSuite Support T&M,2018-08-02,1
61322,00:00.0,0:00:00,1,0,2018-11-09,1,1148 BON - T&M EOD support for 3 months,2018-08-08,1
61323,00:16.8,0:00:00,1,0,2018-09-05,2,1149 CHL - NetSuite Advisory Services for Marlin Equity,2018-08-08,1
61325,00:00.0,0:00:00,1,0,2018-09-12,1,1150 DWV - EOD Consultancy,2018-08-14,1
61328,00:00.0,0:00:00,1,0,2019-07-31,1,1151 BLS - Project Support _SOW_005,2018-08-21,1
61329,00:00.0,0:00:00,1,1,2018-10-26,2,1152 EVL - ad hoc NetSuite Support T&M,2018-08-22,1
61335,02:56.4,0:00:00,1,0,2018-11-08,2,1153 CHL - NetSuite Blueprint Phase 2,2018-09-05,1
61342,00:00.0,0:00:00,1,0,2018-09-20,2,1154 CSC - Assessment Implementation - OLD Don't Use,2018-09-20,1
61344,00:00.0,0:00:00,1,0,2018-09-25,1,1155 MHS - Data & Migration Support,2018-09-25,1
61349,00:00.0,0:00:00,1,0,2019-10-17,2,1156 CSC - Assessment Implementation,2018-10-02,1
61350,00:00.0,0:00:00,1,1,2018-10-02,1,1157 MHS - Data & Migration Support,2018-10-02,1
61351,01:23.5,0:00:00,1,0,2018-10-15,1,1158 MHS - Data & Migration Support,2018-10-02,1
61354,23:51.3,0:00:00,1,0,2019-07-01,2,1159 CHL - NetSuite Implementation Phase 2,2018-10-12,1
61355,02:05.3,0:00:00,1,0,2018-11-09,2,1160 NFS - Carve-Out BRSD support to WMP,2018-10-15,1
61356,01:11.8,0:00:00,1,0,2019-05-13,2,1161 IMK - NS CRM Blueprint & Implementation,2018-10-15,1
61358,03:01.0,0:00:00,1,1,2018-12-18,1,1162 MHS - EOD 2018-2019 SOW v1.0,2018-10-16,1
61363,00:09.4,0:00:00,1,0,2019-01-18,2,1163 RSC - 3 months Support Services,2018-10-31,1
61364,00:23.3,0:00:00,1,0,2019-11-08,2,1164 FYA - Ad Hoc NetSuite Support T&M,2018-10-31,1
61366,02:53.1,0:00:00,1,0,2020-04-16,2,1165 TR3 - ad hoc NetSuite Support T&M,2018-11-02,1
61367,10:25.9,0:00:00,1,0,2019-03-01,1,1166 DWV - LEAP Implementation,2018-11-06,1
61372,00:00.0,0:00:00,1,0,2019-06-03,2,1167 NFS - NS Implementation,2018-11-12,1
61375,00:00.0,0:00:00,1,0,2019-04-22,2,"1168 HVF - Support, 3months",2018-11-15,1
61379,01:16.4,0:00:00,1,0,2019-11-27,2,"1169 SIT - EOD T&M - December 1, 2018 to December 1, 2019.",2018-11-27,1
61380,00:00.0,0:00:00,1,1,2019-09-27,2,1170 BZV - New NetSuite Implementation / Project,2018-12-03,1
61388,00:00.0,0:00:00,1,0,2019-09-03,1,1171 BON - Compass & CBB,2018-12-12,1
61389,02:04.7,0:00:00,1,0,2019-06-03,1,1172 BON - EOD x 6 months,2018-12-12,1
61390,10:09.6,0:00:00,1,0,2019-03-28,2,1173 ABG - Allbridge Business Process Mapping,2018-12-17,1
61392,03:42.7,0:00:00,1,0,2019-12-19,2,1174 ICR - NetSuite support,2018-12-28,1
61398,05:28.3,0:00:00,1,1,2020-01-20,1,1175 CGC - EOD 12-month,2019-01-22,1
61414,01:43.8,0:00:00,1,0,2019-09-11,2,1176 RSC - EOD Support to Dec 2019,2019-02-20,1
61419,01:57.6,0:00:00,1,0,2020-02-20,1,1177 LHH - EOD SOW 005,2019-02-27,1
61424,00:22.4,0:00:00,1,0,2019-06-28,1,1178 AQT - EOD ad hoc,2019-03-08,1
61426,00:00.0,0:00:00,1,0,2019-05-23,1,1179 DWV - EOD 3-month SOW,2019-03-08,1
61437,00:00.0,0:00:00,1,0,2019-05-22,2,1180 VTA - NetSuite High Level Process Alignment,2019-04-02,1
61442,00:00.0,0:00:00,1,0,2019-04-09,2,1181 ABG - Implementation SOW_004 v2.2.1,2019-04-08,1
61445,00:00.0,0:00:00,1,0,2020-01-22,2,1182 ABG - Blueprint/Implementation SOW_004 v2.2.1,2019-04-10,1
61450,00:00.0,0:00:00,1,0,2019-09-30,2,1183 PRO - SOW_003 v1.3,2019-04-15,1
61458,00:00.0,0:00:00,1,0,2019-06-24,2,1184 CSC - Principium Onboarding & Jove Integration,2019-04-26,1
61459,00:00.0,0:00:00,1,0,2019-08-28,2,1185 MGI - EOD Implementation assistance project,2019-04-26,1
61460,00:00.0,0:00:00,1,0,2019-06-28,2,1186 CSC - 3 Months EOD - Service Plan 40,2019-04-26,1
61467,00:00.0,0:00:00,1,0,2019-06-04,1,1187 OVO - NetSuite Optimization - 40 Hours,2019-05-07,1
61475,00:00.0,0:00:00,1,0,2019-09-23,1,"1188 PLW - SOW, Immediate Support - PLW_SOW_001 v1",2019-05-13,1
61479,01:58.3,0:00:00,1,0,2020-05-02,2,1189 MOC - Expertise On Demand 12-month SOW,2019-05-17,1
61480,00:05.7,0:00:00,1,0,2019-06-06,2,1190 SEP - EOD_SOW_v1.0,2019-05-17,1
61481,37:06.3,0:00:00,1,0,2020-01-30,2,1191 ABG - Fixed fee capped element SOW_004 v2.2.1,2019-05-17,1
61485,00:41.7,0:00:00,1,0,2019-07-03,1,1192 CGC - Transaction Approval Bundle,2019-05-29,1
61491,00:14.1,0:00:00,0,0,2019-07-08,1,1193 OVO - Implementation SOW_001 v1.0,2019-06-06,1
61493,00:47.6,0:00:00,1,0,2019-09-13,2,1194 CAP - EOD services - 0 hour commitment,2019-06-07,1
61494,00:00.0,0:00:00,1,0,2019-08-01,2,1195 WKS - Services invoicing process blueprint.,2019-06-07,1
61496,00:00.0,0:00:00,1,1,2019-11-04,2,1196 NFS - EOD - CO_001,2019-06-10,1
61504,06:25.1,0:00:00,1,0,2020-07-03,1,1197 BON - Standard support services,2019-06-18,1
61508,05:42.3,0:00:00,1,0,2020-06-30,2,1198 CSC - EOD Service Plan 40,2019-06-25,1
61511,00:00.0,0:00:00,1,0,2019-08-27,2,1199 CHL - Challenger EOD Support,2019-06-28,1
61513,01:41.7,0:00:00,1,0,2019-07-29,2,1200 CHL - NS Optimization project,2019-06-28,1
61515,00:00.0,0:00:00,1,0,2019-08-26,1,1201 CGC - Blueprinting SOW,2019-07-02,1
61518,09:56.4,0:00:00,1,0,2020-02-26,2,1202 CSC - Jove and NetSuite integration,2019-07-04,1
61523,00:00.0,0:00:00,1,0,2019-08-01,2,1204 RIV - Future State Design,2019-07-15,1
61530,00:05.0,0:00:00,1,1,2019-08-30,2,1205 WMP - Super Bowl Due Diligence,2019-07-22,1
61540,12:51.0,0:00:00,1,0,2019-12-13,2,1206 WKS - Open Air optimization,2019-07-29,1
61546,01:27.9,0:00:00,1,0,2020-02-28,1,1207 BLS - EOD 12-month,2019-08-02,1
61547,00:00.0,0:00:00,1,0,2019-09-16,2,1208 RIV - Blueprint Change Order 1,2019-08-07,1
61548,00:00.0,0:00:00,1,0,0000-00-00,2,1209 RIV - Implementation for Title project.,2019-08-07,1
61555,00:00.0,0:00:00,1,0,2019-08-13,1,1210 LBR - Implementation OLD,2019-08-13,1
61559,03:20.9,0:00:00,1,0,2019-10-18,1,1211 CGC - Blueprinting  Canopy's USA expansion,2019-08-19,1
61560,16:17.5,0:00:00,1,0,2020-01-22,1,1212 LBR - Implementation,2019-08-19,1
61561,00:31.3,0:00:00,1,0,2019-11-11,2,1213 RIV - Implementation for Title project.,2019-08-19,1
61585,00:18.4,0:00:00,1,0,2019-11-06,2,1214 LHH - SFDC to Orbit / Job Bank integration,2019-09-19,1
61588,00:00.0,0:00:00,1,0,2020-10-14,1,1215 PLW - EOD 20/h x 12m,2019-09-25,1
61593,03:41.6,0:00:00,1,0,2020-08-27,2,1216 NEX - NetSuite Advisory Services,2019-10-22,1
61594,01:46.2,0:00:00,1,0,2020-10-17,2,1217 PAL - EOD Support,2019-10-22,1
61597,00:00.0,0:00:00,1,0,2020-01-30,2,1218 BZV - SOW_003 - Global ACH Payments,2019-10-24,1
61600,07:06.3,0:00:00,1,0,2020-08-20,1,1219 PLW - SOW_004 - Requirements & Solution,2019-10-28,1
61602,04:18.1,0:00:00,1,0,2020-10-14,2,1220 ​PRO - EoD SOW_004,2019-10-01,1
61604,00:56.9,0:00:00,1,1,2020-08-31,1,1221 DWV - EOD 12-month SOW,2019-11-01,1
61605,00:12.3,0:00:00,1,0,2020-08-21,2,1222 FYA - EOD 12 month agreement,2019-11-08,1
61606,00:00.0,0:00:00,1,0,2020-01-29,2,1223 ATX - Assessment / Fixed Assets Blueprint,2019-11-12,1
61607,01:13.7,0:00:00,1,0,2020-07-09,1,1224 LBR - EoD,2019-11-14,1
61611,04:32.7,0:00:00,1,0,2020-04-08,2,1225 RIV - Planview NetSuite Optimization Overview,2019-11-18,1
61621,01:27.5,0:00:00,1,0,2019-12-20,2,1226 ALM - Environment Assessment,2019-12-03,1
61624,00:00.0,0:00:00,1,0,2019-11-18,1,1227 PYR - EOD 18 Nov 2019 to 17 Nov 2020,2019-11-18,1
61626,01:25.1,0:00:00,1,0,2020-01-30,1,1228 LBR - Basic query for sellers - SOW 003,2019-12-06,1
61645,00:00.0,0:00:00,1,0,2020-04-17,2,1229 WKS - NetSuite OpenAir Optimization Phase 2,2019-12-23,1
61649,00:25.0,0:00:00,1,0,2020-11-30,2,"1230 SIT - EOD T&M - Dec 1, 2019 to Nov 30, 2020",2020-01-06,1
61650,02:19.0,0:00:00,1,0,2021-01-22,1,"1231 CGC - EOD Jan 20, 2020 to Jan 20, 2021",2020-01-14,1
61651,05:08.5,0:00:00,1,0,2020-04-30,1,1232 LEA - NetSuite Implementation Blueprint,2020-01-14,1
61652,00:00.0,0:00:00,1,0,2020-02-10,2,1233 ABG - SOW_005 - Support Services,2020-01-14,1
61653,02:51.0,0:00:00,1,0,2020-04-09,2,1234 TDS - Customer Portal,2020-01-14,1
61654,03:18.2,0:00:00,1,0,2020-04-07,1,1235 CGC - Electronic Funds Transfer,2020-01-16,1
61655,06:19.3,0:00:00,1,0,2020-05-11,1,1236 PLW - Purchase Orders Optimization Project,2020-01-22,1
61658,07:14.1,0:00:00,0,0,2021-03-31,2,1237 BZV - Electronic Bank Payments_SOW_005,2020-01-23,1
61664,02:55.3,0:00:00,1,0,2020-07-09,2,1238 ATX2 - FAM Implementation & COA Restructure,2020-01-29,1
61665,00:00.0,0:00:00,1,0,2020-01-29,2,1239 BZV - Bank Reconciliation_SOW_005,2020-01-29,1
61666,00:00.0,0:00:00,0,0,2020-07-07,2,1240 BZV - Fixed Assets_SOW_005,2020-01-29,1
61667,00:00.0,0:00:00,1,0,2020-02-11,2,1241 TCS1 - Financial Force to NetSuite Integration Preliminary ,2020-01-31,1
61668,00:00.0,0:00:00,1,0,2020-03-05,1,1242 CGC - Amend Invoices for ThisWorks SOW_012,2020-01-31,1
61677,06:37.3,0:00:00,1,0,2020-04-20,2,1243 ABG - SOW_006,2020-02-10,1
61697,00:00.0,0:00:00,1,0,2020-03-10,2,1244 PRO - SOW_005,2020-02-27,1
61698,00:00.0,0:00:00,1,0,2020-05-13,2,1245 ASP - NetSuite Blueprint (ASP_SOW_001),2020-03-02,1
61699,00:31.3,0:00:00,1,0,2020-11-26,1,1246 SCR - NetSuite Optimization,2020-03-02,1
61703,00:01.5,0:00:00,1,0,2020-03-13,2,1247 LHH - Expertise on Demand,2020-03-05,1
61706,01:19.3,0:00:00,1,0,2020-04-08,2,1248 PRO - SOW_006,2020-03-10,1
61710,10:08.9,0:00:00,1,0,2020-05-04,2,1249 ABG - SOW_007: Post Go-Live Support Services,2020-03-18,1
61720,00:05.5,0:00:00,1,0,2020-03-27,2,1250 MBP - SOW_001,2020-03-23,1
